csd_id,smiles1,smiles2
KIHXIJ,Oc1cccc(c1)C#N,c1cc(ccn1)C=Cc1ccncc1
KIHXOP,c1cc(ccn1)C=Cc1ccncc1,Oc1cccc(c1)C#N
KIHXUV,Oc1ccc(cc1)C#N,c1ccc(cc1)c1ccncc1
KIHYAC,Oc1ccc(cc1)C#N,c1cc(ccn1)c1ccncc1
KIHYEG,Oc1ccc(cc1)C#N,C(Cc1ccncc1)c1ccncc1
KIHYIK,Oc1ccc(cc1)C#N,c1cc(ccn1)C=Cc1ccncc1
KIHYUW,Oc1ccc(cc1)c1ccc(O)cc1,N#Cc1cccnc1
KIHZAD,Oc1cccc(O)c1,N#Cc1ccncc1
KIHZEH,N#Cc1ccncc1,Oc1cc(O)cc(O)c1
KIHZIL,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(c1)C(F)(F)F,c1cc(ccn1)C=Cc1ccncc1
KIHZOR,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(c1)C(F)(F)F,c1cc(ccn1)c1ccncc1
LEWBAR,NC1=NC(=CS1)C1=CSC(=N1)N,c1cc(ccn1)C=Cc1ccncc1
LEWBEV,NC1=NC(=CS1)C1=CSC(=N1)N,C(Cc1ccncc1)Cc1ccncc1
LEWDUN,Oc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,N1C=Cc2ccccc12
LEZPIQ,Cc1cc(C)nc(C)c1,Fc1c(F)c(F)c(I)c(F)c1F
LEZPOW,Fc1c(F)c(F)c(I)c(F)c1F,Cc1cccc(C)n1
LEZPUC,Cc1cncc(C)c1,Fc1c(F)c(F)c(I)c(F)c1F
LEZQAJ,Fc1c(F)c(F)c(I)c(F)c1F,Cc1ccncc1
LIDVAW,c1cc(ccn1)c1ccncc1,Cc1ccc(cc1)S(=O)(=O)NCC(O)=O
LIJBEM,CSC(=S)NNC(=O)c1ccccc1O,CSC(SC)=NNC(=O)c1ccccc1O
LIJMUN,CN1C(=O)N(C)C2=C(N(CC3OCCO3)C=N2)C1=O,OC(=O)C=C
MIGTEC,Oc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,N1c2ccccc2Sc2ccccc12
MIMTIM,Oc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,c1ccc2c(c1)N1C=Cc3cccc2c13
NEVKAB,Oc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,Nc1ccccc1N(=O)=O
NEWRIR,OC(=O)C=CC(O)=O,CC(=O)Nc1cccnc1
NEWROX,CC(=O)NCc1ccncc1,OC(=O)C=CC(O)=O
NEWRUD,CC(=O)Nc1ccncc1,OC(=O)CCCCCCCCC(O)=O
NEWSAK,CC(=O)NCc1ccncc1,OC(=O)CCCCC(O)=O
NEWSEO,CC(=O)NCc1ccncc1,OC(=O)c1cccc(c1)C(O)=O
NIFCAH,Cc1cc(C)nc(N)n1,OC(=O)c1ccccc1C(O)=O
NIGNIB,Cc1nc(C)nc(N)n1,NC(N)=N
NIHGOB,ClC1=CC(=O)C=C(Cl)C1=O,CC(C)(C)OC(=O)C12CCCCC1(O)Oc1cc(Cl)c(O)c(Cl)c21
NIMHEX,C1CN(CCN1c1ccncc1)c1ccncc1,CCCCCCCCOc1ccc(cc1)C(O)=O
NIPTUC,O=C(Nc1ccccc1)C(=O)Nc1ccccc1,Oc1c(F)c(F)c(F)c(F)c1F
NIPVAK,Cc1cc(C)c(NC(=O)C(=O)Nc2c(C)cc(C)cc2C)c(C)c1,Oc1c(F)c(F)c(F)c(F)c1F
NIPVEO,Oc1c(F)c(F)c(F)c(F)c1F,Cc1cccc(C)c1NC(=O)C(=O)Nc1c(C)cccc1C
NIPVIS,Oc1c(F)c(F)c(F)c(F)c1F,Cc1cc(C)cc(NC(=O)C(=O)Nc2cc(C)cc(C)c2)c1
NIPVOY,OC(=O)c1c(F)c(F)c(F)c(F)c1F,Cc1cc(C)cc(NC(=O)C(=O)Nc2cc(C)cc(C)c2)c1
NIQNIL,Cc1cc(C)nc(N)n1,OC(=O)c1ccc(cc1)C(O)=O
ODOBIT,Cc1nc(C)c(C)nc1C,OC(=O)c1ccc(O)cc1
ODOHEV,OC(=O)c1ccccc1O,CC1=CC(=NN1)C
PEZQAN,Cc1cncc(C)n1,OC1=C(Cl)C(=O)C(=C(Cl)C1=O)O
PIFVIK,C(Oc1ccncc1)C(COc1ccncc1)(COc1ccncc1)COc1ccncc1,Fc1c(F)c(OCC(COc2c(F)c(F)c(I)c(F)c2F)(COc2c(F)c(F)c(I)c(F)c2F)COc2c(F)c(F)c(I)c(F)c2F)c(F)c(F)c1I
PIFVOQ,FC(F)(I)C(F)(F)C(F)(F)C(F)(F)I,C(Oc1ccncc1)C(COc1ccncc1)(COc1ccncc1)COc1ccncc1
PIFVUW,FC(F)(I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,C(Oc1ccncc1)C(COc1ccncc1)(COc1ccncc1)COc1ccncc1
PIVDOO,O=C(C1=Nc2ccccc2N1)C1=Nc2ccccc2N1,C(C1=Nc2ccccc2N1)C1=Nc2ccccc2N1
REVVEU,CCCCCCCCCCCCCC1=CC(=O)NC(=O)N1C,Nc1nc(N)nc(N)n1
REZDEG,CC(C)(C)c1ccnc(c1)c1cc(ccn1)C(C)(C)C,Fc1c(F)c(F)c(F)c(F)c1F
RIHBUG,c1cc(nc(c1)N1C=NN=C1)N1C=NN=C1,OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O
RIRGUV,OC(=O)c1ccc(OCCOc2ccc(cc2)C(O)=O)cc1,c1cc(ccn1)c1ccncc1
SETQOY,CC1=CC=CC(=O)N1,Oc1ccc(cc1)C1(c2ccc(O)cc2)c2ccccc2c2ccccc12
SEYCEF,Oc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,CCCC1=NN2C(=N1)CCCC1=C2C(=CO1)C
SIBSIG,CCCS(=O)Sc1ccc(OC)cc1,COCC1OC2OC3C(COC)OC(OC4C(COC)OC(OC5C(COC)OC(OC6C(COC)OC(OC7C(COC)OC(OC8C(COC)OC(OC1C(OC)C2OC)C(OC)C8OC)C(OC)C7OC)C(OC)C6OC)C(OC)C5OC)C(OC)C4OC)C(OC)C3OC
SIMHAY,Fc1c(F)c(I)c(F)c(I)c1F,c1cc(ccn1)c1ccncc1
SIQBIE,OC(=O)c1ccccc1SSc1ccccc1C(O)=O,c1cc(ccn1)C=Cc1ccncc1
SIQBOK,OC(=O)c1ccccc1SSc1ccccc1C(O)=O,C(Cc1ccncc1)c1ccncc1
TIBVUW,CN(C)P(=O)(N(C)C)N(C)C,OC(=O)C(OC(=O)c1ccccc1)C(OC(=O)c1ccccc1)C(O)=O
TICDUF,NNC(=O)CC1=CNc2ccccc12,CC(=NNC(=O)CC1=CNc2ccccc12)c1ccc(O)cc1O
TIDQAZ,C1CCNCC1,OC(C(F)(F)F)C(F)(F)F
TIGNUT,Cc1ccc(cc1)C=Cc1ccncc1,OC(=O)C=CC(O)=O
TIHPAC,OC(=O)Cc1cccc2ccccc12,C1CCNCC1
TIKNUX,O=C1C=CC(=O)C=C1,Nc1ccc(cc1)c1ccc(N)cc1
TIKPEJ,Nc1ccc(cc1)c1ccc(N)cc1,O=P(c1ccccc1)(c1ccccc1)c1ccccc1
TIPFII,COc1cc(OC)nc(N)n1,OC(=O)c1ccccc1C(O)=O
TIPMAH,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
TITDEG,OB(O)c1ccccc1,CCOC(=O)C1=C(C)N=N[Se]1
TIZVOO,Clc1cccc(c1)N1C(=O)N(C(=O)N(C1=O)c1cccc(Cl)c1)c1cccc(Cl)c1,O=C1CCCCCO1
VIBLEY,CNc1ccccc1,CN(N=CC(C=NN(C)c1ccccc1)=NN(C)c1ccccc1)c1ccccc1
VICHOF,O=C(OC(=CC1=Nc2ccccc2S1)c1ccccc1)c1ccccc1,OC(=O)c1ccccc1
VIDHOG,CN(C)CCN(C)C,ONS(=O)(=O)c1ccccc1
VIFKUR,O=C1NC=CC(=O)N1,Nc1nc(N)nc(N)n1
VIGDAR,NC(=O)c1cccnc1,Cc1ccc(cc1)C1=CC(=NN1c1ccc(cc1)S(N)(=O)=O)C(F)(F)F
VIGDEV,C(N1C=CC=N1)c1ccc(CN2C=Nc3ccccc23)cc1,OC(=O)CCC(O)=O
VIGFAT,O=C1CC(=O)NC(=O)N1,[O]n1ccn([O])c2ccccc12
VIGFIB,O=C1CC(=O)NC(=O)N1,[O]n1ccn([O])cc1
VIGGOI,[O]n1ccn([O])c2ccccc12,NC(=O)N1c2ccccc2C=Cc2ccccc12
VIGGUO,[O]n1ccn([O])cc1,NC(=O)N1c2ccccc2C=Cc2ccccc12
VILRUE,Cc1cc2N=CN(Cc3ccncc3)c2cc1C,ON=C(C#N)c1ccc(cc1)C(O)=O
VILSEP,OC(=O)c1ccc(O)cc1,C(N1C=CN=C1c1ccccc1)c1ccncc1
VILSIT,ON=C(C#N)c1ccc(Br)cc1,Cc1cc2N=CN(Cc3cccnc3)c2cc1C
VIPQIV,Cc1ccc(cc1)C=CC(O)=C1CCCC(=Cc2ccc(C)cc2)C1=O,Cc1ccc(cc1)C=CC(=O)C1=C(O)C(CCC1)=Cc1ccc(C)cc1
VITKEP,CN1c2ccccc2N=C1c1ccncc1,ON=Cc1c(F)c(F)c(F)c(F)c1F
VITKIT,CN1c2ccccc2N=C1c1ccncc1,ON=Cc1c(F)c(F)c(Br)c(F)c1F
VITKOZ,CN1c2ccccc2N=C1c1ccncc1,ON=Cc1c(F)c(F)c(I)c(F)c1F
VOCMUW,CCOC(=O)C(C(=O)N(C(=O)OCC)c1ccccc1)c1ccccc1,O=C1N(c2ccccc2)C(=O)N(c2ccccc2)C(=O)N1c1ccccc1
WEXQIA,C1CN2CN3CCN(CN1C3)C2,Oc1ccc(O)cc1
WEXVUR,Fc1c(I)c(F)c(I)c(F)c1I,c1cc(ccn1)C=Cc1ccc(C=Cc2ccncc2)cc1
WEXWAY,Fc1c(I)c(F)c(I)c(F)c1I,c1cc(ccn1)C=Cc1ccncc1
WEXWEC,Fc1c(I)c(F)c(I)c(F)c1I,c1cc(ccn1)c1ccncc1
WEZXOQ,N1C=Cc2ccccc12,CN1C(=O)N(C)c2nncnc2C1=O
WIDNAZ,Oc1ccc(Cl)cc1,C1CN2CCN1CC2
WIDNED,Oc1ccc(Br)cc1,C1CN2CCN1CC2
WIGXEQ,CCOc1ccccc1C1=NNC(=S)N1N,O=P(c1ccccc1)(c1ccccc1)c1ccccc1
WINMIQ,Nc1nc(N)nc(n1)c1ccccc1,CC=CC=CC(O)=O
WINRER,FC(F)(F)C1=CC(=O)c2cccc(c2N1)C(F)(F)F,Oc1cc(nc2c1cccc2C(F)(F)F)C(F)(F)F
WIVHEP,COc1ccc(cc1)C(C)(C)C(=O)C(C)(C)c1ccc(O)cc1,O=C1CCC(CC1)C1CCC(=O)CC1
WIVHIT,CC(C)(c1ccc(O)cc1)C(=O)C(C)(C)c1ccc(O)cc1,O=C1CCC(CC1)C1CCC(=O)CC1
WIYLAS,C(=CC=Cc1ccccc1)C=Cc1ccccc1,Fc1c(F)c(F)c(C=CC=CC=Cc2c(F)c(F)c(F)c(F)c2F)c(F)c1F
WUYPOX,OC(=O)c1ccc(cc1Cl)N(=O)=O,c1cc(ccn1)c1ccncc1
XEZDIQ,OC(=O)C(O)=O,c1cc(ccn1)c1ccncc1
XIFQEJ,c1ccc2nccnc2c1,OC(O)C(O)=O
XILVEU,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,O=C1CCC(=O)N1
XIPTOG,OC(=O)c1c(O)cc(O)cc1O,c1cnccn1
XIPVAU,OC(=O)c1c(O)cc(O)cc1O,c1ccc2nc3ccccc3nc2c1
YIJWOE,CC(C)C[Si](O)(CC(C)C)c1cc(cc(c1)[Si](O)(CC(C)C)CC(C)C)[Si](O)(CC(C)C)CC(C)C,c1cc(ccn1)C=Cc1ccncc1
YIMPUG,CC1CCCC1,CC1(C)C23OC(C=C2)(c2ccccc32)C(C)(C)C23OC(C=C2)(c2ccccc32)C(C)(C)C23OC(C=C2)(c2ccccc32)C(C)(C)C23OC1(C=C2)c1ccccc31
YIPCIK,Fc1c(F)c(I)c(F)c(F)c1I,NC(=O)c1ccncc1
YIQGIP,OC1CCCCC1O,O=P(c1ccccc1)(c1ccccc1)c1ccccc1
AHEVEP,C1CSCCN1,Fc1c(F)c(F)c(I)c(I)c1F
AHEVIT,Fc1c(F)c(I)c(F)c(F)c1I,C1CSCCN1
AHEVOZ,Fc1c(F)c(I)c(F)c(F)c1I,C1CCNCC1
BIZMAZ,OC(=O)c1ccccc1SSc1ccccc1C(O)=O,NNC(=O)c1ccncc1
BOGRIZ,CCC(=O)NNC(=O)c1ccc(C)cc1O,Cc1ccc(c(O)c1)C(=O)NNC(=O)c1ccc(C)cc1O
CIRWEG,OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O,Oc1ccc(O)cc1
CIRXAD,OC(=O)CCC(O)=O,NN1C=NN=C1
CIRXIL,OC(=O)CCCCC(O)=O,NN1C=NN=C1
CIZTAH,OC(CC(O)=O)C(O)=O,CN1C(=O)N(C)C2=C(NC=N2)C1=O
COHYUU,O=C(NCCCCC#N)C(=O)NCCCCC#N,IC#CC#CI
COKNOG,FC(F)(I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,c1cc(ccn1)N=Nc1ccncc1
COLGUG,C1CN2CCN1CC2,Oc1ccc2OC(=C(O)C(=O)c2c1)c1ccccc1
COLHIV,C1CN2CCN1CC2,Oc1cc(O)c2C(=O)C(=C(Oc2c1)c1ccc(O)c(O)c1)O
CONLIB,COC(=O)c1ccc(COCC(C)(C)CN(Cc2ccc(COC(=O)c3cc(C)cc(C)c3)cc2)C(=O)C(F)(F)F)cc1,C1COCCOc2ccccc2OCCOCCOCCOc2ccccc2OCCO1
DIRXOS,O([Si](c1ccccc1)(c1ccccc1)c1ccccc1)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C1COCCOCCOCCOCCOCCO1
DITHOE,Cc1cncc(C)c1,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
DITHUK,Cc1ccncc1C,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
DITJAS,Cc1cccnc1C,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
DITJEW,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,Cc1cccc(C)n1
DIVCUH,Fc1c(F)c(I)c(F)c(F)c1I,C1CNCCN1
DIVDOC,C1CNCCN1,Fc1c(F)c(Br)c(F)c(F)c1Br
DIVDUI,C1CN2CCN1CC2,Fc1c(F)c(Br)c(F)c(F)c1Br
DIWGOG,OC(=O)C12CC3CC(C1)CC(C3)(C2)C(O)=O,c1cc(ccn1)c1ccncc1
DOKGEQ,NC(=S)C(N)=S,c1cc(ccn1)c1ccncc1
DOKGIU,C(Cc1ccncc1)c1ccncc1,NC(=S)C(N)=S
DOKGOA,NC(=S)C(N)=S,c1cc2cncc3ccc4cncc1c4c23
DOKGUG,NC(=S)C(N)=S,C1CN2CCN1CC2
DOKHAN,C1N2CN3CN1CN(C2)C3,NC(=S)C(N)=S
DOKHER,NC(=S)C(N)=S,c1cnc2c(c1)ccc1cccnc21
DUHSEF,C1OCC2(CO1)COCOC2,NS(=O)(=O)C(F)(F)F
EFOZAB,NC(N)=O,O=C1CC(=O)NC(=O)N1
GIRPON,O=C1NN=Cc2ccccc12,Oc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O
GISMOL,Oc1ccc(O)cc1,O=P(c1ccccc1)(c1ccccc1)c1ccccc1
GOGQID,NC(=O)c1cccnc1,CCOC(=O)c1ccc(O)cc1
GOJQAY,Cc1cc(C)c(C(O)=O)c(C)c1CCCc1c(C)cc(C)c(C(O)=O)c1C,Cc1cc(C)nc(C)c1
GUFDOB,NC1=Nc2ccccc2S1,CCOC(=O)C1=Cc2cccc(OC)c2OC1=O
HIZBEY,COc1ccc(cc1)C=Cc1ccncc1,Fc1c(F)c(I)c(F)c(I)c1F
HOFJOC,Oc1cc2ccccc2cc1O,N1C=CN=C1
HOJLIC,NC(N)=O,O=C1NCCN1
HOJLUO,CC(=O)NC1=Nc2c(Oc3cc(ncn3)c3ccc(cc3)C(F)(F)F)cccc2S1,OC(=O)C=Cc1ccccc1
HOJMAV,CC(=O)NC1=Nc2c(Oc3cc(ncn3)c3ccc(cc3)C(F)(F)F)cccc2S1,CCCC=CC(O)=O
HONSOT,OC(=O)c1cccc(O)c1,c1cnccn1
HONSUZ,C(Cc1ccncc1)c1ccncc1,OC(=O)c1ccc(O)cc1
HONTEK,OC(=O)c1ccc(O)cc1,c1cnccn1
HONTOU,OC(=O)c1cccc(O)c1,c1ccc(cc1)c1ccncc1
HONTUA,C(Cc1ccncc1)c1ccncc1,OC(=O)c1cccc(O)c1
HONVAI,OC(=O)c1cccc(O)c1,c1cc(ccn1)c1ccncc1
HONVEM,OC(=O)c1cccc(O)c1,c1ccc2nccnc2c1
HONVIQ,Cc1nc(C)c(C)nc1C,OC(=O)c1cccc(O)c1
HONVOW,OC(=O)c1ccc2cc(O)ccc2c1,c1cc(ccn1)C=Cc1ccncc1
HONWAJ,OC(=O)c1cccc(O)c1,c1cc(ccn1)C=Cc1ccncc1
HORNAE,OC(=O)C=CC(O)=O,CC12CCC3C(CC(=C)C4=CC(=O)C=CC34C)C1CCC2=O
HORNEI,O=C1NS(=O)(=O)c2ccccc12,CC(=O)OC1(CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC12C)C(C)=O
HOTZEW,OC(C(O)=O)c1ccccc1,COc1ccc(CCNC(=O)COc2cccc3cccnc23)cc1
HOVDAY,Cc1ccc(cc1)C(=O)OC(C(OC(=O)c1ccc(C)cc1)C(O)=O)C(O)=O,COc1ccc2CC3N(CCc4cc5OCOc5cc34)Cc2c1OC
IFUQAC,OC(=O)CC#N,c1cc(ccn1)c1ccncc1
JOFJUK,Cc1c(N)ccc(Cl)c1F,O=C1CCC(=O)N1
KOFFOB,CC1=NN(C(=C1)C)c1ccc(Cl)c(n1)C(O)=O,O=P(c1ccccc1)(c1ccccc1)c1ccccc1
KOLSEK,Oc1cccc(O)c1,O=C(C=Cc1ccncc1)C=Cc1ccncc1
LIXMEL,[O]N(N([O])c1ccccc1)c1ccccc1,Cc1cc(C)c(c(C)c1)c1cccc(c1N([O])c1ccccc1)c1c(C)cc(C)cc1C
LOCHOB,CC(N)=O,Oc1ccc(cc1)N(=O)=O
LOCKEU,CC1=C(C(=NN1)C)C1=C(C)NN=C1C,Oc1c(F)c(F)c(F)c(F)c1F
LOFKIB,NC(=O)N1c2ccccc2C=Cc2ccccc12,NC(=O)c1ccncc1
LOHNOM,C1CNCCN1,Oc1ccc2cc(Br)ccc2c1
LOMHUR,OC(=O)CNS(=O)(=O)c1ccc(cc1)C(O)=O,c1cc(ccn1)c1ccncc1
LOMLOP,OC(=O)c1ccc(C(O)=O)c(Br)c1,c1cc(ccn1)C=Cc1ccncc1
MIZMUE,N1C=Nc2ccccc12,OC(=O)CC(O)=O
MODPAX,OC(=O)C1C2CCC(O2)C1C(O)=O,NC1=Nc2ccccc2S1
MOFXUB,O=C1C(=O)c2cccnc2c2ncccc12,Oc1ccc2ccccc2c1c1c(O)ccc2ccccc12
MOFYAI,Oc1ccc2ccccc2c1c1c(O)ccc2ccccc12,c1ccc2nc3ccccc3cc2c1
MOQGIJ,CN(C)C(=O)N(C)C,Clc1ccc(cc1)S(=O)(=O)NS(=O)(=O)c1ccc(Cl)cc1
MOQGOP,CN(C)C(=O)N(C)C,Brc1ccc(cc1)S(=O)(=O)NS(=O)(=O)c1ccc(Br)cc1
MOQGUV,CN(C)C(=O)N(C)C,Ic1ccc(cc1)S(=O)(=O)NS(=O)(=O)c1ccc(I)cc1
MOQHAC,CN(C)C(=O)N(C)C,Cc1ccc(cc1)S(=O)(=O)NS(=O)(=O)c1ccc(C)cc1
MORVEV,c1ccc2nc3ccccc3nc2c1,Oc1cc(O)cc(O)c1
MORVOF,c1ccc2nc3ccccc3cc2c1,Oc1cc(O)cc(O)c1
NOJLII,CC(Oc1cccc(Br)c1)C(O)=O,COc1cccc(OC(C)C(O)=O)c1
NOPDAY,CCOC(=O)C1=Cc2c(OC1=O)ccc1ccccc21,NC1=Nc2ccccc2S1
NOQFUV,CN1C=CC(=C2C=CN(C)C3=NSN=C23)C2=NSN=C12,OC1=C(Cl)C(=O)C(=C(Cl)C1=O)O
OFOKEA,OC(C(O)=O)c1ccccc1,c1cc(ccn1)c1ccncc1
OFOKIE,OC(=O)c1ccc(Br)c2ccccc12,c1cc(ccn1)c1ccncc1
OFOKOK,Cc1ccc(cc1)C(O)=O,c1cc(ccn1)c1ccncc1
OGAFOS,C(Cc1ccncc1)Cc1ccncc1,Oc1ccc(O)cc1
OGAFUY,Oc1cccc(O)c1O,C(Cc1ccncc1)Cc1ccncc1
OGENAQ,OC(=O)c1ccc(cc1)N(=O)=O,Nc1cccc(c1)C(O)=O
OGEPIA,C(Cc1ccncc1)Cc1ccncc1,OC(=O)c1ccc(C(O)=O)c(O)c1
OGEPOG,OC(=O)c1ccc(cc1)C(=O)c1ccccc1C(O)=O,c1cc(ccn1)c1ccncc1
OHIQUS,COc1cc(OC)c(OC)c(OC)c1,N#Cc1cc(C#N)c(cc1C#N)C#N
PIYQEU,S1C(=CC=C1C=Cc1ccncc1)C=Cc1ccncc1,CCCCCCc1ccc(O)cc1O
POCPED,O=C1CCCC(=O)N1,Nc1nc(N)nc(n1)c1ccccc1
POCPIH,Cc1ccc(cc1)c1nc(N)nc(N)n1,O=C1CCCC(=O)N1
POCPON,Nc1nc(N)nc(n1)N1CCCCC1,O=C1CCCC(=O)N1
POGWEO,CC(C)C(OP(=O)(OC(C(C)C)C(C)C)C(C)(C(NC(=O)OC(C)(C)C)c1ccc(Sc2ccccc2)cc1)N(=O)=O)C(C)C,CSc1ccc(cc1)C(NC(=O)OC(C)(C)C)C(C)(N(=O)=O)P(=O)(OC(C(C)C)C(C)C)OC(C(C)C)C(C)C
QOHXOB,CCCCCCOc1ccc(cc1)C(=O)OCC#CC#CCOC(=O)c1ccc(OCCCCCC)cc1,Fc1c(F)c(F)c(C(=O)OCC#CC#CCOC(=O)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F
RIWWAW,CC(Oc1ccccc1Br)C(O)=O,CC(Oc1ccccc1Cl)C(O)=O
RIWWEA,CC(Oc1ccccc1C)C(O)=O,CC(Oc1ccccc1Br)C(O)=O
RIWZIH,Fc1c(F)c(NCCCN(CCCCN(CCCNc2c(F)c(F)c(I)c(F)c2F)CCCNc2c(F)c(F)c(I)c(F)c2F)CCCNc2c(F)c(F)c(I)c(F)c2F)c(F)c(F)c1I,c1cc(ccn1)C=Cc1ccncc1
RIZLIW,N=C1N(c2ccccc2)C(=N)N(c2ccccc2)C(=N)N1c1ccccc1,N#CNc1ccccc1
ROCDOD,c1ccc(cc1)C#CC#CC#CC#Cc1ccccc1,Fc1c(F)c(F)c(C#CC#CC#CC#Cc2c(F)c(F)c(F)c(F)c2F)c(F)c1F
ROFCAR,C1CCc2nc3c4cccnc4c4ncccc4c3nc2C1,OC(=O)c1ccc(cc1)C(O)=O
ROGKOO,NC(N)=O,OC(=O)c1ccc2ccccc2c1c1c(ccc2ccccc12)C(O)=O
ROJSIT,Nc1ccccn1,OC(=O)c1ccc(cc1C(O)=O)N(=O)=O
ROLFOO,CC(C(O)=O)c1ccccc1,NC(=O)c1ccncc1
ROLFUU,CCC(C(O)=O)c1ccccc1,NC(=O)c1ccncc1
RUFTES,BrC12C3=C4C5=C6C7=C3C3=C8C9=C7C7=C%10C%11=C9C9=C%12C%13=C%11C%11(Br)C%10=C%10C(=C67)C6=C5C5=C7C%14=C6C%10(Br)C6=C%10C%15=C%16C%17=C(C%18=C%19C%20=C%17C%17=C%21C%20=C%20C%22=C%23C%21=C(C(=C%15%17)C%14%10Br)C7(Br)C%23=C(C1=C%22C1(Br)C%20=C%19C(Br)(C(=C89)C1=C23)C%12%18Br)C45Br)C%13(Br)C%16=C%116,Clc1ccc(Cl)c(Cl)c1Cl
SIYCEJ,Cc1cc(nc(N)n1)c1ccccc1,OC(=O)c1cccc(c1)C(O)=O
SIYCIN,Nc1nc(cc(n1)c1ccccc1)c1ccccc1,OC(=O)c1ccc(cc1)C(O)=O
SIYWAZ,CC1=Nc2ccccc2N1CCCCN1C(=Nc2ccccc12)C,OC(=O)c1ccc(cc1)C(O)=O
SODDIZ,NC(=O)c1cccnc1,CC(C)Cc1ccc(cc1)C(C)C(O)=O
SODDOF,NC(=O)c1cccnc1,OC(=O)c1ccccc1O
SODKIG,OC(=O)c1ccccc1SSc1ccccc1C(O)=O,c1ccc(C=NN=Cc2ccccn2)nc1
SODKOM,OC(=O)c1ccccc1SSc1ccccc1C(O)=O,c1cncc(c1)C=NN=Cc1cccnc1
SOMHEI,C1COCCOCCOCCO1,N1c2ccccc2c2ccccc12
SOMJEK,CC(C)(C)c1cc(cc(c1)C(O)=O)C(O)=O,S(c1ccncc1)c1ccncc1
SOMKEL,C(Cc1ccncc1)Cc1ccncc1,Cc1cc(cc(c1)C(O)=O)C(O)=O
SORXAZ,CC1(C)C2CCC1(C)C(=O)C2=O,CC(CCC(O)=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C
SORXED,CC(CCC(O)=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,CC1(C)C2CCC1(C)C(=O)C2Br
TEGFOC,CC(=O)NC1=Nc2c(Oc3cc(ncn3)c3ccc(cc3)C(F)(F)F)cccc2S1,CC=CC=CC(O)=O
TIWNET,Fc1c(F)c(I)c(F)c(F)c1I,CCCCCCCCOc1ccc(cc1)C=Cc1ccncc1
TIWNIX,CCCCCCCCOc1ccc(cc1)C=Cc1ccncc1,Fc1c(F)c(Br)c(F)c(F)c1Br
TIXTUQ01,N#Cc1ccncc1,OC1=C(Cl)C(=O)C(=C(Cl)C1=O)O
TOJBAW,Fc1c(F)c(I)c(F)c(F)c1I,CC(=O)Nc1cccnc1
TOJBEA,Fc1c(F)c(I)c(F)c(F)c1I,CC(=O)NCc1ccncc1
TOJBIE,Fc1c(F)c(I)c(F)c(F)c1I,N1C=CC(=N1)c1ccncc1
TOJBUQ,COc1cncc(c1)C#Cc1cccnc1,Fc1c(F)c(I)c(F)c(F)c1I
TOJCAX,Fc1c(F)c(I)c(F)c(F)c1I,COc1cncc(c1)c1cccnc1
TOJFUU,Cc1ccccc1C(O)=O,OC(=O)c1ccccc1Cl
TONMAL,CCCCCCOc1ccc(cc1)C=Cc1ccncc1,Oc1c(F)c(F)c(I)c(F)c1F
TONMIT,COc1ccc(cc1)C=Cc1ccncc1,Oc1c(F)c(F)c(I)c(F)c1F
UFERED,O=C1NS(=O)(=O)c2ccccc12,COc1ccc2N(C(=C(CC(O)=O)c2c1)C)C(=O)c1ccc(Cl)cc1
VOCZET,Cc1cc(C)nc(N)n1,OC(=O)c1ccccc1
VODCOH,S1C(=C(c2ccncc2)C(=C1c1ccncc1)c1ccncc1)c1ccncc1,OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O
VOHWUL,OC(=O)c1cccc(c1)C(O)=O,S(c1ccncc1)c1ccncc1
VOJHAE,C(Cc1ccncc1)Cc1ccncc1,OC(=O)c1ccc(Oc2ccc(cc2)C(O)=O)cc1
