csd_id,smiles1,smiles2
LATBEP,OC(=O)CCc1ccccc1,CN1CC(=O)N2C(CC3=C(Nc4ccccc34)C2c2ccc3OCOc3c2)C1=O
LATFUJ,Nc1ccc(cc1I)N(=O)=O,CN1C=NC2=C1C(=O)N(C)C(=O)N2C
LATGAQ,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,Nc1ccc(I)c(c1)N(=O)=O
LATGEU,Nc1ccc(Cl)c(c1)N(=O)=O,CN1C=NC2=C1C(=O)N(C)C(=O)N2C
LATGIY,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,Nc1ccc(F)c(c1)N(=O)=O
LATGOE,Nc1cc(ccc1Cl)N(=O)=O,CN1C=NC2=C1C(=O)N(C)C(=O)N2C
LATGUK,Nc1ccc(cc1)N(=O)=O,CN1C=NC2=C1C(=O)N(C)C(=O)N2C
LATHAR,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,OC(=O)c1ccc(cc1N(=O)=O)N(=O)=O
LATHEV,Nc1cc(ccc1F)N(=O)=O,CN1C=NC2=C1C(=O)N(C)C(=O)N2C
LATHIZ,OC(=O)c1cc(ccc1F)N(=O)=O,CN1C=NC2=C1C(=O)N(C)C(=O)N2C
LATHOF,Nc1ccc(cc1)C(O)=O,CN1N(C(=O)C=C1C)c1ccccc1
LATHUL,c1ccc2nc3ccccc3nc2c1,Nc1ccc(cc1)C(O)=O
LATJAT,c1ccc(nc1)c1ccccn1,OC(=O)CCC(O)=O
LATJEX,O=C1C(=C1c1ccccc1)c1ccccc1,OC(=O)CCC(O)=O
LATKEY,CC(C)=NNC(=O)c1ccncc1,OC(=O)CCC(O)=O
LATKIC,CCC(C)=NNC(=O)c1ccncc1,OC(=O)CCC(O)=O
LATKOI,OC(=O)c1ccc(O)cc1,CC(C)=NNC(=O)c1ccncc1
LATKUO,OC(=O)c1ccccc1O,NNC(=O)c1ccncc1
LATLAV,OC(=O)c1ccccc1O,CC(C)=NNC(=O)c1ccncc1
LATLEZ,OC(=O)c1ccc(cc1Cl)N(=O)=O,NNC(=O)c1ccncc1
LATQEE,OC(=O)CCCC(O)=O,Cc1ccnc2N(C3CC3)c3ncccc3C(=O)Nc12
LATQII,OC(=O)C=CC(O)=O,Cc1ccnc2N(C3CC3)c3ncccc3C(=O)Nc12
LATQOO,O=C1NS(=O)(=O)c2ccccc12,Cc1ccnc2N(C3CC3)c3ncccc3C(=O)Nc12
LATQUU,OC(=O)c1ccccc1O,Cc1ccnc2N(C3CC3)c3ncccc3C(=O)Nc12
LATRAB,OC(C(O)C(O)=O)C(O)=O,Cc1ccnc2N(C3CC3)c3ncccc3C(=O)Nc12
LATREF,OC(=O)c1ccc(cc1)N(=O)=O,O=C1CCCN1
LATRIJ,OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,O=C1CCCN1
LATROP,O=C1CCCCN1,OC(=O)c1ccc(cc1)C(F)(F)F
LATRUV,OC(=O)c1ccc(cc1)N(=O)=O,O=C1CCCCN1
LATSAC,OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,O=C1CCCCN1
LATSEG,OC(=O)c1ccc(O)cc1O,O=C1CCC(=O)N1
LATTAD,OC(=O)C=CC(O)=O,NNC(=O)c1ccncc1
LATTIL,OC(=O)C=CC(O)=O,NC(=O)c1cnccn1
LATTOR,NC(=O)c1cnccn1,OC(=O)CCC(O)=O
LEDVOH,OB(O)c1cccc(c1)C(O)=O,CN1C(=O)N(C)C2=C(NC=N2)C1=O
LEDXOJ,CN1C(=O)N(C)c2nc3N(C)C(=O)N(C)C(=O)c3nc2C1=O,CSc1ccccc1C=NC1=C(N)N(C)C(=O)N(C)C1=O
LEDYUQ,C1CN2CCN1CC2,OC(=O)C=CC=CC(O)=O
LEFQUK,OC(=O)CN1C(=O)c2ccccc2C1=O,COc1ccccc1C=NNC(=O)c1ccncc1
LEGKIT,COC(=O)c1cc2C(=O)c3cc(C(=O)OC)c(cc3C(=O)c2cc1C(=O)OC)C(=O)OC,COC(=O)c1cc2cc3cc(C(=O)OC)c(cc3cc2cc1C(=O)OC)C(=O)OC
LEGPIY,Nc1cccc(c1)C(O)=O,c1cc(ccn1)c1ccncc1
LEWSUD,O=C1CN(N=CC2=CC=C(O2)N(=O)=O)C(=O)N1,COc1cc(C=O)ccc1O
LEWTAK,O=C1CN(N=CC2=CC=C(O2)N(=O)=O)C(=O)N1,OC(=O)CC(O)(CC(O)=O)C(O)=O
LICBAC,CP(=O)(c1ccccc1)c1ccccc1,Fc1c(F)c(Br)c(F)c(F)c1Br
LICBEG,Fc1c(F)c(I)c(F)c(F)c1I,CP(=O)(c1ccccc1)c1ccccc1
MAVQEH,CCOc1cc2Cc3cc(OCC)c(Cc4cc(OCC)c(Cc5cc(OCC)c(Cc6cc(OCC)c(Cc1cc2OCC)cc6OCC)cc5OCC)cc4OCC)cc3OCC,N#CCCCCC#N
MECHAF,OC(=O)Cc1ccccc1,NC(=O)c1ccccc1
MECTUL,Nc1ncccn1,NC1=NC(=O)NC=C1F
MECVEX,NC1=NC(=O)NC=C1F,CN1CC(=O)NC1=NC(C)=O
MECVIB,NC1=CC(=O)NC(=O)N1,NC1=NC(=O)NC=C1F
MECWOI,NC1=NC(=O)NC=C1F,NC1=NC2=C(N=CN2COCCO)C(=O)N1
MECXID,CC1=CC(=O)NC(=N1)N,NC1=NC(=O)NC=C1F
NAXJIH,O=C(NCc1ccccc1)NCc1ccccc1,CC1=NON=C1NC(=O)NC1=NON=C1C
NAXMEG,OC(=O)Cc1ccc(cc1)N(=O)=O,O=C(NCc1ccncc1)C(=O)NCc1ccncc1
NAXMIK,OC(=O)Cc1ccc(cc1)N(=O)=O,S=C(NCc1ccncc1)C(=S)NCc1ccncc1
NAXSOW,OC(=O)C1CCC(CC1)C(O)=O,Nc1ncccn1
NAXYOC,OC(=O)c1cc(Cl)c(C#N)c(Cl)c1,c1ccc2ccccc2c1
NAXYUI,c1ccc2cc3ccccc3cc2c1,OC(=O)c1cc(Cl)c(C#N)c(Cl)c1
NEBVOH,OC(=O)c1ccccc1Cl,COc1cc(OC)nc(N)n1
NEBWIC,OC(=O)CCCC(O)=O,Cc1cc(C)nc(N)n1
NEBWOI,OC(=O)CCCCC(O)=O,Cc1cc(C)nc(N)n1
NEBWUO,Cc1cccc(c1)C(O)=O,COc1cc(OC)nc(N)n1
NEBXAV,OC(=O)C=Cc1ccccc1,COc1cc(OC)nc(N)n1
NEBXEZ,OC(=O)c1ccc(cc1)N(=O)=O,COc1cc(OC)nc(N)n1
NEBXID,COc1cc(OC)nc(N)n1,COc1ccc(cc1)C(O)=O
NEBXOJ,OC(=O)c1cccc(c1)C(O)=O,COc1cc(OC)nc(N)n1
NEBXUP,OC(=O)CCl,COc1cc(OC)nc(N)n1
NEHJER,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,CN1C(=O)N(C)C2=C(NC=N2)C1=O
NEZXAT,OC(=O)c1ccc(cc1)N=Cc1ccccc1O,c1cc(ccn1)c1ccncc1
NEZXOH,OC(=O)c1cccc(c1)N=Cc1ccccc1O,c1cc(ccn1)c1ccncc1
NICSOJ,Fc1c(F)c(I)c(F)c(F)c1I,c1ccc(cc1)c1ccccc1
NICTAW,Fc1c(F)c(I)c(F)c(F)c1I,c1ccc2ccccc2c1
NUTBAH,Cc1cc(cc(C)c1N)c1cc(C)c(N)c(C)c1,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N
OFAYOL,CCCCOc1ccccc1OC,C12=C3C4=C5C6=C1C1=C7C8=C6C6=C9C%10=C8C8=C%11C%12=C%13C(=C78)C7=C1C2=C1C2=C3C3=C8C%14=C2C2=C%15C(=C%13C7=C12)C1=C%12C2=C7C%12=C(C9=C9C(=C56)C(=C43)C3=C9C%12=C4C(=C83)C%14=C%15C1=C74)C%10=C%112
PASKOL,COc1nc(OC)nc(OC)n1,Oc1ccc(cc1)c1cc(cc(c1)c1ccc(O)cc1)c1ccc(O)cc1
PASLAY,CN(C)P(=O)(N(C)C)N(C)C,Fc1c(F)c(Br)c(F)c(Br)c1F
PAVGOK,OC(=O)C(O)=O,N#Cc1ccncc1
PAVKUU,OC(=O)c1ccc(cc1)N(=O)=O,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1
PAVXAN,OC(=O)c1ccc(cc1)C(O)=O,c1cc(ccn1)c1ccncc1
PAXFIF,OC(=O)CCN1C(=O)c2ccccc2C1=O,CN1C=NC2=C1C(=O)N(C)C(=O)N2C
PECREW,COc1cc(OC)nc(SC)n1,OC(=O)c1ccc(O)cc1
PEFGEO,CC(N)=O,OC(=O)c1cc(O)c(O)c(O)c1
PEFJAN,Fc1c(F)c(F)c(F)c(F)c1F,CC1(C)OB(OC1(C)C)c1cc2ccc3cc(cc4ccc(c1)c2c34)B1OC(C)(C)C(C)(C)O1
PEFJOB,Fc1c(F)c(F)c(F)c(F)c1F,CC1(C)OB(OC1(C)C)c1cc2ccc3cccc4ccc(c1)c2c34
PEFNEV,Fc1c(F)c(I)c(F)c(F)c1I,O=S(c1ccccc1)c1ccccc1
PEFNIZ,Fc1c(F)c(I)c(F)c(F)c1I,Cc1ccc(cc1)S(=O)c1ccccc1
PEFNUL,Fc1c(F)c(I)c(F)c(F)c1I,COc1ccccc1S(=O)c1ccccc1
PEFPAT,Fc1c(F)c(I)c(F)c(F)c1I,O=S1c2ccccc2Sc2ccccc12
PEFPEX,O=S(CCc1ccccc1)CCc1ccccc1,Fc1c(F)c(I)c(F)c(F)c1I
PEKREE,OC(=O)c1cc(O)ccc1O,O=C1NC=CC=C1N(=O)=O
PEKRUU,NC(=O)c1cccnc1,OC(=O)c1cc(O)ccc1O
PEKSEF,OC(=O)c1cc(O)ccc1O,COC(=O)c1cccnc1
PEKTAC,N#Cc1ccncc1,OC(=O)c1cc(O)ccc1O
PEKWEJ,OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,BrC1=CNN=C1
PEKWOT,IC1=CNN=C1,OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O
PEKWUZ,COc1cc(ccc1O)C(O)=O,CC1=C(Cl)C(=NN1)C
PEKXAG,OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,CC1=C(Cl)C(=NN1)C
PEKXEK,CC1=C(Br)C(=NN1)C,OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O
PERXES,COc1ccc(cc1)C=Cc1ccncc1,CN(C)c1ccc(cc1)N=Nc1c(F)c(F)c(I)c(F)c1F
POQPIX,OC1=C(Br)C(=O)C(=C(Br)C1=O)O,Cc1ccc(nc1)c1ccc(C)cn1
QAPKID,[Se]=P(CCc1ccccc1)(CCc1ccccc1)[Se][Se][Se]P(=[Se])(CCc1ccccc1)CCc1ccccc1,[Se]=P(CCc1ccccc1)(CCc1ccccc1)[Se]P(=[Se])(CCc1ccccc1)CCc1ccccc1
QECYII,CC(=O)c1cccc(n1)C(C)=O,Oc1cccc(O)c1
QOQJOX,COc1cc(ccc1O)C(O)=O,Nc1ccc(Cc2ccc(N)cc2)cc1
QOQKEO,N1N=Nc2ccccc12,Cc1cccc(C(O)=O)c1O
RAXYAS,c1cc2ccc3ccc4ccc5ccc1c1c2c3c4c51,C12=C3C4=C5C6=C1C1=C7C8=C6C6=C9C%10=C%11C%12=C%13C(=C8%10)C7=C7C8=C1C2=C1C2=C3C3=C%10C%14=C2C2=C%15C%16=C(C8=C12)C7=C%13C1=C%16C2=C7C8=C(C%10=C%10C(=C43)C(=C56)C3=C9C%11=C(C8=C%103)C7=C%121)C%14=C%152
RAZPIT,O=C1NCc2ccc(OCCCCCCCCCCOc3ccc(COCc4cccc(COCc5ccc(OCCCCCCCCCCOc6ccc(CNC(=O)c7cccc1n7)cc6)cc5)n4)cc3)cc2,O=C1NCc2ccc(OCCCCCCCCCCOc3ccc(CNC(=O)c4cccc1n4)cc3)cc2
REBXED,COc1cc(ccc1O)C(O)=O,NC(=O)c1cnccn1
REBXON,NC(=O)c1cnccn1,OC(=O)c1ccc2ccccc2c1O
REBXUT,OC(=O)C1=Cc2ccccc2N1,NC(=O)c1cnccn1
REGKOF,O=C1C=CC(=O)C=C1,Cc1cc(ccc1O)C(C)(C)c1ccc(O)c(C)c1
REGKUL,CC1=CC(=O)C(=CC1=O)C,Cc1cc(ccc1O)C(C)(C)c1ccc(O)c(C)c1
REGLAS,Oc1ccc(cc1)C(c1ccc(O)cc1)(C(F)(F)F)C(F)(F)F,CC1=CC(=O)C(=CC1=O)C
REHSAA,CCOc1ccccc1C(N)=O,OC(=O)c1ccccc1O
REHSEE,CCOc1ccccc1C(N)=O,OC(=O)c1ccc(cc1Cl)N(=O)=O
REHSII,CCOc1ccccc1C(N)=O,COc1cc(ccc1O)C(O)=O
REHSOO,CCOc1ccccc1C(N)=O,Nc1ccc(cc1)C(O)=O
REHSUU,CCOc1ccccc1C(N)=O,OC(=O)c1ccc(O)cc1
RIJNAB,N#CC1=N[Te]N=C1C#N,S1C=CSC1=C1SC=CS1
SAFNOE,c1cc(ccn1)c1cncnc1,OC(=O)c1cc(cc(c1)C(O)=O)C(O)=O
SAFSID,Cc1cc(C)c(B(O)O)c(C)c1,O=P(c1ccccc1)(c1ccccc1)c1ccccc1
SAGFUD,OCc1cccc2ccccc12,CC1CCNC2CCCCC2NC(C)CCNC2CCCCC2N1
SAHHEQ,CC(=NO)C(C)=NO,c1cc(ccn1)c1ccncc1
SAXHIK,O=C1NC(=O)c2ccccc12,Nc1nnc(c(N)n1)c1cccc(Cl)c1Cl
SAXJAE,O=Cc1cccc(C=O)c1,Nc1nnc(c(N)n1)c1cccc(Cl)c1Cl
SAXPAK,Cc1ccc(Cl)c(Nc2ccccc2C(O)=O)c1Cl,NC(=O)c1ccncc1
SAXPEO,Cc1ccc(Cl)c(Nc2ccccc2C(O)=O)c1Cl,c1cc(ccn1)c1ccncc1
SECJIV,CN(C)C(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,CN(C)C(=S)NC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O
SEDJUI,CN(C)c1ccncc1,Cc1cc(O)ccc1N(=O)=O
SEDMEV,NC1=NC(=NN1)SSC1=NNC(=N1)N,c1cc(ccn1)c1ccncc1
SEGTIJ,OC(=O)c1ccc(O)cc1,O=C1N2CN3C4C5N(CN6C7C8N(CN9C%10C%11N(CN%12C%13C%14N(CN1C1C2N2CN4C(=O)N5CN7C(=O)N8CN%10C(=O)N%11CN%13C(=O)N%14CN1C2=O)C%12=O)C9=O)C6=O)C3=O
SEHJAS,BrC(Br)Br,O=C1CCCCC1
SENYIV,COc1ccc(C=C)cc1,ClC1=C(Cl)C(=O)C(=O)C(=C1Cl)Cl
SIJZOC,OC(=O)c1cc(O)cc(O)c1,O=C1CNC(=O)CN1
SIJZUI,OC(=O)c1ccc(O)cc1,O=C1CNC(=O)CN1
TEGGET,C(Cc1ccncc1)c1ccncc1,CN(C)c1ccc(cc1)N=Nc1c(F)c(F)c(I)c(F)c1F
TEGGIX,CN(C)c1ccc(cc1)N=Nc1ccc(O)cc1,C(Cc1ccncc1)Cc1ccncc1
TEXTUN,C1CN2CCN1CC2,OC(c1ccc(cc1)C(O)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F
TEXVAV,C1CN2CCN1CC2,OC(c1cccc(c1)C(O)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F
TIRMUE,CC1(C)OC(C(O1)C(O)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)C(O)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,C1CCNCC1
VATTIV,OC(=O)c1cc(cc(c1)C(O)=O)C(O)=O,Cc1ccc2ccccc2n1
VATXOF,C(Cc1ccncc1)c1ccncc1,Nc1ccc(C(O)=O)c(O)c1
VAXHEJ,CN(c1ccc(cc1)C(O)=O)C(=O)N(C)c1ccc(cc1)C(O)=O,Nc1ncccn1
VAXQUI,OC(=O)C1=Cc2ccccc2OC1=O,c1cc(ccn1)c1ccncc1
VAXRAP,C(Cc1ccncc1)c1ccncc1,OC(=O)C1=Cc2ccccc2OC1=O
VAXRET,OC(=O)C1=Cc2ccccc2OC1=O,c1cc(ccn1)C=Cc1ccncc1
VAXSAQ,OC(=O)c1ccccc1,CN1C(=O)N(C)C2=C(NC=N2)C1=O
VAXVOH,OC(=O)C=CC(O)=O,c1cnccn1
VAXVUN,c1cnccn1,OC(=O)c1ccccc1C(O)=O
VAXWAU,c1cnccn1,OC(=O)CCC(O)=O
VAXWEY,c1cnccn1,OC(=O)c1ccc(cc1)C(O)=O
VAZBIJ,O=N(=O)N=C1NN=NN1,NN1N=CN=N1
VECLAS,C[Si](C)(C)C#C[Si](C)(C)C,CC1=C(C)C(=C)C(=C1C)C
VEDYOU,IC1=CSC(S1)=C1SC2=C(SCCS2)S1,ClC1=C(Cl)C(=O)C(=C(C#N)C1=O)C#N
VESWIB,Oc1cc(F)cc(F)c1,CCCCCCCCOc1ccc(cc1)C=Cc1ccncc1
VESWOH,Oc1c(F)c(F)c(F)c(F)c1F,CCCCCCCCOc1ccc(cc1)C=Cc1ccncc1
VESWUN,Oc1ccc(F)cc1,CCCCCCCCOc1ccc(cc1)C=Cc1ccncc1
VESXAU,Oc1cc(F)c(F)c(F)c1,CCCCCCCCOc1ccc(cc1)C=Cc1ccncc1
VESXEY,Oc1cccc(F)c1F,CCCCCCCCOc1ccc(cc1)C=Cc1ccncc1
VESXIC,Oc1c(F)ccc(F)c1F,CCCCCCCCOc1ccc(cc1)C=Cc1ccncc1
VESXOI,CCCCCCCCOc1ccc(cc1)C=Cc1ccncc1,Oc1c(F)cccc1F
VESXUO,CCCCCCCCOc1ccc(cc1)C=Cc1ccncc1,Oc1ccccc1F
VESYAV,Oc1cccc(F)c1,CCCCCCCCOc1ccc(cc1)C=Cc1ccncc1
VESYEZ,Oc1cc(F)c(F)c(F)c1,CCCCOc1ccc(cc1)C=Cc1ccncc1
VESYID,CCCCCCCCOc1ccc(cc1)C=Cc1ccncc1,Oc1c(F)c(F)cc(F)c1F
VEVFOT,COC(=O)C(=NNc1ccc(cc1)C(N)=O)C(C)=O,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N
VEVFUZ,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,CC1=NN(c2ccccc2)C(=C1C(=O)c1ccccc1)O
VEVGAG,OC1=NNc2ccccc12,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N
VEVGEK,O=C1Nc2ccccc2C=C1,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N
VEVGIO,OC1=CC=CNC1=O,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N
VEVGOU,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,O=C1NC=CC=C1
VEVGUA,Nc1ncccn1,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N
VEVPOD,COC(=O)NC1=Nc2ccc(cc2N1)C(=O)c1ccccc1,OC(=O)CCCC(O)=O
VIGFUO,C(Cc1ccncc1)c1ccncc1,ON=C1CCCCC1=NO
WANJIG,CCC1(CC)C(=O)NC(=O)NC1=O,c1cc(ccn1)c1ccc(cc1)c1ccncc1
WANJOM,CCC1(CC)C(=O)NC(=O)NC1=O,c1cc(ccn1)c1cncnc1
WEBQAX,CCN(CC)CC,FS(F)(F)F
WEDKOH,Nc1cnccn1,OC(=O)CCC(O)=O
WEDKUN,OC(=O)CCCC(O)=O,Nc1cnccn1
WEDLAU,Nc1cnccn1,OC(=O)CCCCCC(O)=O
WEDLEY,OC(=O)CCCCCCC(O)=O,Nc1cnccn1
WEDLOI,Nc1ncc(Br)nc1Br,OC(=O)c1cc(O)ccc1O
WEDLUO,Nc1ncc(Br)nc1Br,OC(=O)c1c(F)c(F)c(F)c(F)c1F
WEDMAV,Nc1ncc(Br)nc1Br,OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O
WEDMEZ,Nc1ncc(Br)nc1Br,OC(=O)c1c(F)cccc1F
WEFKID,O=C1NC=Nc2ccccc12,Nc1cc(cc(c1)C(O)=O)C(O)=O
WEFKOJ,c1ccc2cnccc2c1,Nc1cc(cc(c1)C(O)=O)C(O)=O
WIGBIZ,C(Cc1ccncc1)c1ccncc1,OC(=O)C1C(C(C1C(O)=O)C(O)=O)C(O)=O
WIGBUL,C(Cc1ccncc1)c1ccncc1,CC(=O)Nc1ccc(O)cc1
WIGCEW,NC1CCC(N)CC1,CC(=O)Nc1ccc(O)cc1
WISBIL,IC1=C(I)N=CN1,IC1=NC(=C(I)N1)I
WUQDUJ,Cc1ccc(cc1)S(O)(=O)=O,COc1ccc2c(C)cc(C)nc2c1
XAVTEV,NS(=O)(=O)c1cc(C(O)=O)c(NCC2=CC=CO2)cc1Cl,CN1C=NC2=C1C(=O)N(C)C(=O)N2C
XEFVEL,CCC1=C(CC2=C3N=C(C=C4NC(=CC5=NC(=CC6=C(CC)C(=C2N6)CC)C(=C5CC)CC)C(=C4CC)CC)C(=C3CC)CC)NC(=C1CC)CC1=C2N=C(C=C3NC(=CC4=NC(=CC5=C(CC)C(=C1N5)CC)C(=C4CC)CC)C(=C3CC)CC)C(=C2CC)CC,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N
XIMSIX,C12=C3C4=C5C6=C1C1=C7C2=C2C8=C3C3=C9C%10=C8C8=C%11C%12=C%13C(=C28)C7=C2C7=C1C1=C6C6=C8C%14=C1C7=C1C(=C%132)C2=C%12C7=C%12C%13=C(C9=C9C(=C43)C(=C56)C3=C8C4=C(C%13=C93)C%12=C2C1=C%144)C%10=C%117,Ic1ccc(cc1)C1=CC2=CC=CC=CC2C1(C#N)C#N
YANQOV,OC(=O)c1ccccc1[Se][Se]c1ccccc1C(O)=O,c1cnc2N=[Se]=Nc2c1
YASGEG,CCC(N1CCCC1=O)C(N)=O,OC(C(O)C(O)=O)C(O)=O
YASGIK,CCC(N1CCCC1=O)C(N)=O,OC(C(O)=O)c1ccccc1
YASGOQ,NS(=O)(=O)c1cc(C(O)=O)c(NCC2=CC=CO2)cc1Cl,NC(=O)c1cccnc1
YAVXEA,S1C=CSC1=C1SC=CS1,N#CC(C#N)=C1c2ccccc2c2ccccc12
YAXRAS,OC(c1ccc(cc1)C(O)=O)c1ccc(cc1)C(O)=O,c1cc(ccn1)c1ccncc1
YAXSUN,OC(=O)c1ccc(Br)cc1,CC1=NN=C2SC(=NN12)c1ccc(Br)cc1
YAXWOL,OC(=O)C=CC=CC(O)=O,c1cc(ccn1)c1ccncc1
ZAQSOB,CC(=O)c1c(O)cc(O)cc1O,Nc1cc(ccc1O)N(=O)=O
ZARFUV,Fc1c(F)c(I)c(F)c(F)c1I,O=C1C=CC(=O)C=C1
ZASWIB,CN(C)P(=O)(N(C)C)N(C)C,O=N(=O)N1C2C3N(C4C1N(C(C(N2N(=O)=O)N3N(=O)=O)N4N(=O)=O)N(=O)=O)N(=O)=O
ZEBJOH,O=N(=O)N1CN(CN(CN(C1)N(=O)=O)N(=O)=O)N(=O)=O,O=N(=O)N1C2C3N(C1C1N(C(C(N3N(=O)=O)N1N(=O)=O)N2N(=O)=O)N(=O)=O)N(=O)=O
ZEBJUN,Fc1c(F)c(I)c(F)c(F)c1I,[Se]=P(c1ccccc1)(c1ccccc1)c1ccccc1
ZEBKAU,[Se]=P(c1ccccc1)(c1ccccc1)c1ccccc1,Fc1c(F)c(F)c(I)c(I)c1F
ZEBKEY,IC(I)=C(I)I,[Se]=P(c1ccccc1)(c1ccccc1)c1ccccc1
ZEBLAV,Fc1c(F)c(I)c(F)c(F)c1I,C1c2ccccc2c2ccccc12
ZEBWOU,Oc1cccc(O)c1,CCOC1=C(NCCCN2CCN(CCCNC3=C(OCC)C(=O)C3=O)CC2)C(=O)C1=O
ZEBXEL,OC(=O)c1cc(O)c(O)c(O)c1,NC(=O)CN1CC(O)CC1=O
ZEBXOV,NC(=O)CN1CC(O)CC1=O,OC(=O)c1ccc(O)c(O)c1
ZEFCEU,c1cc(ccn1)c1ccncc1,OC(=O)CCN1C(=O)N(CCC(O)=O)C(=O)N(CCC(O)=O)C1=O
ZEFFEX01,OC(=O)C(O)=O,CN(C)C(N)=O
ZEFTOV,OC(=O)c1ccccc1O,Cc1nccnc1C
ZEFVAJ,OC(=O)c1cccc(O)c1,Cc1nccnc1C
ZEFWAK,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,CCCCN1C=C(C(=O)NC1=O)C1=CSC(S1)=C1SC2=C(OCCO2)S1
ZEXVUV,Oc1cccc(O)c1,CCN1C=C(C(O)=O)C(=O)c2ccc(C)nc12
ZEXWEG,CCN1C=C(C(O)=O)C(=O)c2ccc(C)nc12,Oc1ccc(O)cc1
ZEXWIK,Oc1ccccc1O,CCN1C=C(C(O)=O)C(=O)c2ccc(C)nc12
ZEZDOZ,C1COCCOc2cccc3c(OCCOCCOCCOCCOc4cccc5c(OCCOCCO1)cccc45)cccc23,CC(C)(C)c1ccc(cc1)C(c1ccc(OCCN2C=C(CN3C(=O)c4ccc5C(=O)N(CC6=CN(CCOc7ccc(cc7)C(c7ccc(cc7)C(C)(C)C)(c7ccc(cc7)C(C)(C)C)c7ccc(cc7)C(C)(C)C)N=N6)C(=O)c6ccc(C3=O)c4c56)N=N2)cc1)(c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C
ZEZGOC,O=N(=O)N1CN(CN(CN(C1)N(=O)=O)N(=O)=O)N(=O)=O,O=CN1CCN(CC1)C=O
ZEZHAP,O=N(=O)N1CN(CN(CN(C1)N(=O)=O)N(=O)=O)N(=O)=O,S1C=CC2=C1C=CS2
ZEZHET,O=N(=O)N1CN(CN(CN(C1)N(=O)=O)N(=O)=O)N(=O)=O,Nc1ccc(F)cc1
ZIYYOX,OCC1=CSC(S1)=C1SC=C(CO)S1,OCCOCCN1C(=O)c2cc3C(=O)N(CCOCCO)C(=O)c3cc2C1=O
ZIYYUD,Nc1ccc2ccc3c(N)ccc4ccc1c2c34,OCCOCCN1C(=O)c2cc3C(=O)N(CCOCCO)C(=O)c3cc2C1=O
ZIYZAK,OCCOCCN1C(=O)c2cc3C(=O)N(CCOCCO)C(=O)c3cc2C1=O,Nc1cccc2c(N)cccc12
AFEMIJ,OC(=O)c1cc(F)c(F)c(F)c1F,CN1C=NC2=C1C(=O)N(C)C(=O)N2C
AFEQEJ,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,OC(=O)c1c(F)cccc1F
AFEQIN,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,OC(=O)c1cc(F)ccc1F
AFEQOT,OC(=O)c1cccc(F)c1F,CN1C=NC2=C1C(=O)N(C)C(=O)N2C
AFEQUZ,OC(=O)c1cccc(F)c1,CN1C=NC2=C1C(=O)N(C)C(=O)N2C
AFERAG,OC(=O)c1ccccc1F,CN1C=NC2=C1C(=O)N(C)C(=O)N2C
AFEREK,OC(=O)c1ccccc1,CN1C=NC2=C1C(=O)N(C)C(=O)N2C
AFICID,Cc1ccccn1,OC(=O)c1ccc2ccccc2c1c1c(ccc2ccccc12)C(O)=O
AFIGED,C1CNCCN1,Oc1ccc(cc1)N(=O)=O
AGASOS,Nc1cccc2cccc(N)c12,N1c2cccc3cccc(N=C1c1ncccn1)c23
AGIGEE,OC(=O)C=Cc1ccccc1,CN1C=NC2=C1C(=O)N(C)C(=O)N2C
APEGIN,Oc1cc(O)c(Cl)cc1Cl,c1ccc(nc1)c1ccccn1
APEGUZ,Oc1cc(O)c(Cl)cc1Cl,S1C(=CC=C1c1ccccn1)c1ccccn1
