csd_id,name,smiles1,smiles2,year,functionality,group
SAPQUV,"2-Chloro-3,5-dinitrobenzoic acid triphenylphosphine oxide",OC(=O)c1cc(cc(c1Cl)N(=O)=O)N(=O)=O,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,1998,h-bond,2
SAPRAC,"N,N'-Diethylpyromellitic di-imide 2,6-dimethoxynaphthalene",COc1ccc2cc(OC)ccc2c1,CCN1C(=O)c2cc3C(=O)N(CC)C(=O)c3cc2C1=O,1998,h-bond,2
SARDAQ,"1,4-Diaminobenzene bis(phenol)",Nc1ccc(N)cc1,Oc1ccccc1,1998,h-bond,2
SARDIY,"1,4-Diaminobenzene bis(4-phenylphenol)",Nc1ccc(N)cc1,Oc1ccc(cc1)c1ccccc1,1998,h-bond,2
SARDOE,"1,4-Diaminobenzene 2,6-dihydroxynaphthalene",Nc1ccc(N)cc1,Oc1ccc2cc(O)ccc2c1,1998,h-bond,2
SARJUQ,"1,4-Diaminobenzene 1,6-dihydroxyhexane",OCCCCCCO,Nc1ccc(N)cc1,1998,h-bond,2
SARLEC,"1,4-Diaminobenzene bis(4-chloro-1-hydroxybenzene)",Nc1ccc(N)cc1,Oc1ccc(Cl)cc1,1998,h-bond,2
SEDNIY,"Tetracyanoquinodimethane 4-amino-3,5-bis(2-pyridyl)-1,2,4-triazole",NN1C(=NN=C1c1ccccn1)c1ccccn1,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,1998,h-bond,2
SEPKON,"(4S,6S)-2-Amino-4,6-bis(1-methoxycarbonyl-2-indolylethylamino)-1,3,5-triazine 5,5-di-n-butylbarbituric acid",CCCCC1(CCCC)C(=O)NC(=O)NC1=O,COC(=O)C(CC1=CNc2ccccc12)Nc1nc(N)nc(NC(CC2=CNc3ccccc23)C(=O)OC)n1,1998,h-bond,2
SEPQUZ,"N,N'-bis(4-Hydroxyphenylethyl)oxalamide 1,2-bis(4-pyridyl)ethene",Oc1ccc(CCNC(=O)C(=O)NCCc2ccc(O)cc2)cc1,c1cc(ccn1)C=Cc1ccncc1,1998,h-bond,2
SEPREK,"N,N'-bis(2-Hydroxyethyl)oxalamide N,N'-bis(pyridin-4-ylmethyl)oxalamide",OCCNC(=O)C(=O)NCCO,O=C(NCc1ccncc1)C(=O)NCc1ccncc1,1998,h-bond,2
SEPSIP,"N,N'-bis(Carboxymethyl)oxalamide N,N'-bis(pyridin-4-ylmethyl)oxalamide",OC(=O)CNC(=O)C(=O)NCC(O)=O,O=C(NCc1ccncc1)C(=O)NCc1ccncc1,1998,h-bond,2
SERQAH,trans-Stilbene trans-decafluorostilbene,Fc1c(F)c(F)c(C=Cc2c(F)c(F)c(F)c(F)c2F)c(F)c1F,c1ccc(cc1)C=Cc1ccccc1,1998,weak_bond,1
SOQCOQ,"2,2'-(Ethynediyl)bis(6-(1,1-dimethylethyl)-4-methylphenol) 3,3,5,5-tetramethylcyclohexanone",Cc1cc(C#Cc2cc(C)cc(c2O)C(C)(C)C)c(O)c(c1)C(C)(C)C,CC1(C)CC(=O)CC(C)(C)C1,1998,h-bond,2
SOVBOU,"Malonic acid 4,4'-bipyridyl",c1cc(ccn1)c1ccncc1,OC(=O)CC(O)=O,1998,h-bond,2
SOVDIQ,"Glutaric acid 4,4'-bipyridyl",OC(=O)CCCC(O)=O,c1cc(ccn1)c1ccncc1,1998,h-bond,2
SOVFIS,"Adipic acid 4,4'-bipyridyl",OC(=O)CCCCC(O)=O,c1cc(ccn1)c1ccncc1,1998,h-bond,2
SOVFOY,"Thiodiglycolic acid 4,4'-bipyridyl",OC(=O)CSCC(O)=O,c1cc(ccn1)c1ccncc1,1998,h-bond,2
SOVHEQ,"Thiodipropionic acid 4,4'-bipyridyl",OC(=O)CCSCCC(O)=O,c1cc(ccn1)c1ccncc1,1998,h-bond,2
SOVNIA,"tris(Adipic acid) bis(2,4,6-triaminopyrimidine)",OC(=O)CCCCC(O)=O,Nc1cc(N)nc(N)n1,1998,h-bond,2
SUBQAH,"bis(2,3,7,8-tetrakis(Methylthio)selenanthrene) 7,7,8,8-tetracyanoquinodimethane",N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,CSc1cc2[Se]c3cc(SC)c(SC)cc3[Se]c2cc1SC,1998,weak_bond,1
SUBQIP,"bis(2,3,7,8-tetrakis(Methylthio)thianthrene) 7,7,8,8-tetracyanoquinodimethane",CSc1cc2Sc3cc(SC)c(SC)cc3Sc2cc1SC,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,1998,weak_bond,1
SUJZIG,"2-(N,N'';N',N'''-bis(Decano)-bis(1,8;4,5-naphthalene-bis(dicarboximide)))-(2,5,8,11,14,16,19,22,25,28-decaoxa-1,15(1,5)-dinaphthalenacyclo-octacosaphane)-catenane",C1COCCOc2cccc3c(OCCOCCOCCOCCOc4cccc5c(OCCOCCO1)cccc45)cccc23,O=C1N2CCCCCCCCCCN3C(=O)c4ccc5C(=O)N(CCCCCCCCCCN6C(=O)c7ccc1c1c(ccc(C6=O)c71)C2=O)C(=O)c1ccc(C3=O)c4c51,1998,h-bond,2
VAPFEX,2-Aminobenzothiazole 3-aminobenzoic acid,Nc1cccc(c1)C(O)=O,NC1=Nc2ccccc2S1,1998,h-bond,2
VAQTOW,Acenaphthalene tetracyanoethene,c1cc2cccc3ccc(c1)c23,N#CC(C#N)=C(C#N)C#N,1998,weak_bond,1
BEPPAN,"3-Methyl-4H-benzo(b)(1,4)thiazin-2-yl-phenylmethanone 2-methyl-benzo(d)(1,3)thiazole",CC1=Nc2ccccc2S1,CC1=C(Sc2ccccc2N1)C(=O)c1ccccc1,1999,weak_bond,1
BEQWAV,"bis(3,5-Dihydroxybenzoic acid) tris(4,4'-bipyridine)",OC(=O)c1cc(O)cc(O)c1,c1cc(ccn1)c1ccncc1,1999,h-bond,2
BERBAB,4-(Triphenylmethyl)phenol triphenylphosphine oxide,Oc1ccc(cc1)C(c1ccccc1)(c1ccccc1)c1ccccc1,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,1999,h-bond,2
BERMOA,"bis(1,4,7,1O-Tetraoxacyclododecane) acetone thiosemicarbazone",CC(C)=NNC(N)=S,C1COCCOCCOCCO1,1999,h-bond,2
BERZED,bis(Dimethyladenine) tetraiodoethene,IC(I)=C(I)I,CN(C)c1ncnc2NC=Nc12,1999,halogen_bond,3
BOQBEO,"Hexamethylenetetramine bis(2,2'-biphenol)",C1N2CN3CN1CN(C2)C3,Oc1ccccc1c1ccccc1O,1999,h-bond,2
BOQDOA,"tris(4,4'-Bipyridyl) bis(4,4-thiodiphenol)",Oc1ccc(Sc2ccc(O)cc2)cc1,c1cc(ccn1)c1ccncc1,1999,h-bond,2
BOQHOE,Chloranilic acid pyrazine,c1cnccn1,OC1=C(Cl)C(=O)C(=C(Cl)C1=O)O,1999,halogen_bond,3
CAVYED,"2,5-Dichloro-3,6-dihydroxy-p-benzoquinone bis(pyrimidine)",c1cncnc1,OC1=C(Cl)C(=O)C(=C(Cl)C1=O)O,1999,h-bond,2
CECPEF,"1,4-Dinitrobenzene 1,4-diethynylbenzene",C#Cc1ccc(cc1)C#C,O=N(=O)c1ccc(cc1)N(=O)=O,1999,weak_bond,1
CEMPAL,C60Fullerene azatriptycene,c1ccc2N3c4ccccc4C(c2c1)c1ccccc31,C12=C3C4=C5C6=C7C3=C3C8=C1C1=C9C%10=C2C4=C2C4=C%10C%10=C%11C%12=C4C4=C%13C%14=C(C5=C24)C6=C2C4=C7C3=C3C5=C8C1=C1C(=C9%10)C6=C%11C7=C8C9=C6C1=C5C1=C9C5=C(C4=C31)C2=C%14C(=C85)C%13=C%127,1999,weak_bond,1
COBLAG,"4,4'-Biphenol 4,4'-bipyridine",Oc1ccc(cc1)c1ccc(O)cc1,c1cc(ccn1)c1ccncc1,1999,h-bond,2
COBMEL,"bis(2,2'-Biphenol) 1,4-diazabicyclo(2.2.2)octane",Oc1ccccc1c1ccccc1O,C1CN2CCN1CC2,1999,h-bond,2
CUKXIP,Triphenylene perfluorotriphenylene,c1ccc2c(c1)c1ccccc1c1ccccc21,Fc1c(F)c(F)c2c(c1F)c1c(F)c(F)c(F)c(F)c1c1c(F)c(F)c(F)c(F)c21,1999,weak_bond,1
CUMQAC,"1,1,6,6-Tetraphenylhexa-2,4-diyne-1,6-diol bis(2,4-lutidine)",OC(C#CC#CC(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,Cc1ccnc(C)c1,1999,h-bond,2
CUMQEG,"1,1,6,6-Tetraphenylhexa-2,4-diyne-1,6-diol bis(3,5-lutidine)",Cc1cncc(C)c1,OC(C#CC#CC(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,1999,h-bond,2
CUMQIK,"1,1,6,6-Tetraphenylhexa-2,4-diyne-1,6-diol bis(2,6-lutidine)",OC(C#CC#CC(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,Cc1cccc(C)n1,1999,h-bond,2
DAMFUS,"(S)-(-)-2,2'-bis(Diphenylphosphinoyl)-1,1'-bidibenzofuranyl (+)-(2S,3S)-O,O'-dibenzoyl tartaric acid",OC(=O)C(OC(=O)c1ccccc1)C(OC(=O)c1ccccc1)C(O)=O,O=P(c1ccccc1)(c1ccccc1)c1ccc2Oc3ccccc3c2c1c1c2c(Oc3ccccc23)ccc1P(=O)(c1ccccc1)c1ccccc1,1999,h-bond,2
DAQMOX,"Triphenylene 1,3,5-tri(2,2-dicyanoethylene)benzene",c1ccc2c(c1)c1ccccc1c1ccccc21,N#CC(=Cc1cc(cc(c1)C=C(C#N)C#N)C=C(C#N)C#N)C#N,1999,weak_bond,1
DAQVAS,"2,2'-Bi(1,3-bis(N'-(2-pyridyl)hydrazono)-5,5-dimethylcyclohexyl) bis(5,5-di-n-butylpyrimidine-2,4,6-trione)",CCCCC1(CCCC)C(=O)NC(=O)NC1=O,CC1(C)CC(=NNc2ccccn2)C(C2C(CC(C)(C)CC2=NNc2ccccn2)=NNc2ccccn2)C(C1)=NNc1ccccn1,1999,h-bond,2
DARXUP,Diethylsuccinimidophosphate succinimide,CCOP(=O)(OCC)N1C(=O)CCC1=O,O=C1CCC(=O)N1,1999,h-bond,2
DEXWAE,"9,9'-Bi-4,5-diaza-9H-fluorenylidene 7,7,8,8-tetracyanoquinodimethane",N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,c1cnc2c(c1)C(c1cccnc21)=C1c2cccnc2c2ncccc12,1999,h-bond,2
DOGQEV,"Diethyl 2,5-diazabicyclo(2.2.2)octane-3,6-dione-1,4-carboxylate dipropyl 2,5-diazabicyclo(2.2.2)octane-3,6-dione-1,4-carboxylate",CCCOC(=O)C12CCC(NC1=O)(C(=O)N2)C(=O)OCCC,CCOC(=O)C12CCC(NC1=O)(C(=O)N2)C(=O)OCC,1999,h-bond,2
EBIBEW,Deramciclane fumarate,CN(C)CCOC1(CC2CCC1(C)C2(C)C)c1ccccc1,OC(=O)C=CC(O)=O,1999,h-bond,2
FEQQOH,"8,9-bis(Methylsulfanyl)acenaphtho(1,2-b)(1,4)dithiine 7,7,8,8-tetracyano-p-quinodimethane",CSC1=C(SC)SC2=C(S1)c1cccc3cccc2c13,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,1999,halogen_bond,3
FEQQUN,"8,9-bis(Methylsulfanyl)acenaphtho(1,2-b)(1,4)dithiine 2,5-dibromo-7,7,8,8-tetracyano-p-quinodimethane",BrC1=CC(C(=CC1=C(C#N)C#N)Br)=C(C#N)C#N,CSC1=C(SC)SC2=C(S1)c1cccc3cccc2c13,1999,halogen_bond,3
FITQII,Azelaic acid hexamethylenetetramine,C1N2CN3CN1CN(C2)C3,OC(=O)CCCCCCCC(O)=O,1999,h-bond,2
GODNAO,"2,4,6-Trimethylpyridine benzoic acid",Cc1cc(C)nc(C)c1,OC(=O)c1ccccc1,1999,h-bond,2
GODQIZ,2-Aminopyrimidine p-phenylenediacetic acid,Nc1ncccn1,OC(=O)Cc1ccc(CC(O)=O)cc1,1999,h-bond,2
GODTUO,"2,2'-Biphenol 4,4'-bipyridyl",Oc1ccccc1c1ccccc1O,c1cc(ccn1)c1ccncc1,1999,h-bond,2
GUCQUQ,"(R,R)-1,2-Diaminocyclohexane (R,R)-4-cyclohexen-1,2-diol",NC1CCCCC1N,OC1CC=CCC1O,1999,h-bond,2
GUCRAX,"(R,R)-1,2-Diaminocyclohexane (1R,2R,4R,5R)-4,5-dibromocyclohexan-1,2-diol",OC1CC(Br)C(Br)CC1O,NC1CCCCC1N,1999,h-bond,2
GUCREB,"(R,R)-2,3-Diaminobutane (R,R)-cyclohexane-1,2-diol",CC(N)C(C)N,OC1CCCCC1O,1999,h-bond,2
GUCROL,"(R,R)-2,3-Diaminobutane (1R,2R,3R,5R)-4,5-dibromocyclohexan-1,2-diol",CC(N)C(C)N,OC1CC(Br)C(Br)CC1O,1999,h-bond,2
GUCSAY,"(R,R)-1,2-Diaminocyclohexane cis-cyclohexan-1,2-diol",OC1CCCCC1O,NC1CCCCC1N,1999,h-bond,2
GUFZOW,"1,4-bis(Phenylethynyl)tetrafluorobenzene 1,4-bis(pentafluorophenylethynyl)benzene",Fc1c(F)c(C#Cc2ccccc2)c(F)c(F)c1C#Cc1ccccc1,Fc1c(F)c(F)c(C#Cc2ccc(cc2)C#Cc2c(F)c(F)c(F)c(F)c2F)c(F)c1F,1999,halogen_bond,3
GUGDIV,"1,2-Diphenyl-1,2-ethanediol phenazine",OC(C(O)c1ccccc1)c1ccccc1,c1ccc2nc3ccccc3nc2c1,1999,h-bond,2
HIYCAT,"2,2'-Biphenol 1,10-phenanthroline",c1cnc2c(c1)ccc1cccnc21,Oc1ccccc1c1ccccc1O,1999,h-bond,2
HORXOB,"bis(Benzene-1,2-dithiolato)-diborane 7,7,8,8-tetracyano-p-quinodimethane",S1B(Sc2ccccc12)B1Sc2ccccc2S1,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,1999,weak_bond,1
HORXUH,"bis(Benzene-1,2-dithiolato)-diborane 7,7,8,8-tetracyanoethene",S1B(Sc2ccccc12)B1Sc2ccccc2S1,N#CC(C#N)=C(C#N)C#N,1999,weak_bond,1
HORYAO,"bis(Benzene-1,2-diolato)-diborane 7,7,8,8-tetracyano-p-quinodimethane",O1B(Oc2ccccc12)B1Oc2ccccc2O1,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,1999,weak_bond,1
HORYES,"bis(Benzene-1,2-diolato)-diborane tetracyanoethene",O1B(Oc2ccccc12)B1Oc2ccccc2O1,N#CC(C#N)=C(C#N)C#N,1999,weak_bond,1
HOVLEJ,4-Methoxy-6-methyl-2-pyrone maleimide,COC1=CC(=O)OC(=C1)C,O=C1NC(=O)C=C1,1999,h-bond,2
IDUMOJ,"bis(N,N-Diethyl)bicyclo[2.2.2]octane-1,4-dicarboxamide hydroquinone",CCN(CC)C(=O)C12CCC(CC1)(CC2)C(=O)N(CC)CC,Oc1ccc(O)cc1,1999,h-bond,2
IDUMUP,"bis[bis(N,N-Dimethyl)bicyclo[2.2.2]octane-1,4-dicarboxamide] hydroquinone",CN(C)C(=O)C12CCC(CC1)(CC2)C(=O)N(C)C,Oc1ccc(O)cc1,1999,h-bond,2
JOCRIC,"1,2:7,8-Dibenzocyclododeca-1,7-diene-3,5,9,11-tetrayne hexafluorobenzene",Fc1c(F)c(F)c(F)c(F)c1F,c1ccc2C#CC#Cc3ccccc3C#CC#Cc2c1,1999,weak_bond,1
JOCVEC,"1,2:7,8-Dibenzocyclododeca-1,7-diene-3,5,9,11-tetrayne 7,7,8,8-tetracyanoquinodimethane",c1ccc2C#CC#Cc3ccccc3C#CC#Cc2c1,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,1999,weak_bond,1
JOHRAZ01,"2,6-bis(((6-Methylpyrid-2-yl)amino)carbonyl)naphthalene 1,8-octanedicarboxylic acid",Cc1cccc(NC(=O)c2ccc3cc(ccc3c2)C(=O)Nc2cccc(C)n2)n1,OC(=O)CCCCCCCCC(O)=O,1999,h-bond,2
KILJOE,"(1R)-4-Bromo-1,2,2-trimethylcyclohex-3-ene-1-carboxylic acid (1R)-4-bromo-1,6,6-trimethylcyclohex-3-ene-1-carboxylic acid",CC1(C)CC(=CCC1(C)C(O)=O)Br,CC1(C)C=C(Br)CCC1(C)C(O)=O,1999,h-bond,2
KUGGIC03,C60Fullerene tetrakis(dimethylamino)ethylene,C12=C3C4=C5C6=C7C3=C3C8=C1C1=C9C%10=C2C4=C2C4=C%10C%10=C%11C%12=C4C4=C%13C%14=C(C5=C24)C6=C2C4=C7C3=C3C5=C8C1=C1C(=C9%10)C6=C%11C7=C8C9=C6C1=C5C1=C9C5=C(C4=C31)C2=C%14C(=C85)C%13=C%127,CN(C)C(N(C)C)=C(N(C)C)N(C)C,1999,weak_bond,1
LEWFIC,"(2)-((Cyclo-bis(pyromellitimidehexa-2,4-diyne))-(dimethyl-(1,5-naphtho)-36-crown-10-(1,4-dioxybenzene-2,5-dicarboxylate)))-catenane",COC(=O)c1cc2OCCOCCOCCOCCOc3cccc4c(OCCOCCOCCOCCOc1cc2C(=O)OC)cccc34,O=C1N2CC#CC#CCN3C(=O)c4cc5C(=O)N(CC#CC#CCN6C(=O)c7cc1c(cc7C6=O)C2=O)C(=O)c5cc4C3=O,1999,h-bond,2
LIPDOD,"(2)-(1,5,9,13-Tetra-aza-3,11(1,4)-dibenzena-6,8,14,16-tetraoxo-7,15(2,6)-dipyridinacyclohexadecaphane)-(N-diphenylacetylsarcosylglycine 2,2-diphenylethyl ester)-rotaxane",CN(CC(=O)NCC(=O)OCC(c1ccccc1)c1ccccc1)C(=O)C(c1ccccc1)c1ccccc1,O=C1NCc2ccc(CNC(=O)c3cccc(n3)C(=O)NCc3ccc(CNC(=O)c4cccc1n4)cc3)cc2,1999,h-bond,2
LIPWOW,"bis(4,4'-Sulfonyldiphenol) pyrazine",c1cnccn1,Oc1ccc(cc1)S(=O)(=O)c1ccc(O)cc1,1999,h-bond,2
LIPWUC,"4,4'-Sulfonyldiphenol 4,4'-bipyridyl",c1cc(ccn1)c1ccncc1,Oc1ccc(cc1)S(=O)(=O)c1ccc(O)cc1,1999,h-bond,2
LIPXAJ,"4,4'-Sulfonyldiphenol trans-1,2-bis(4-pyridyl)ethylene",c1cc(ccn1)C=Cc1ccncc1,Oc1ccc(cc1)S(=O)(=O)c1ccc(O)cc1,1999,h-bond,2
LIPXEN,"4,4'-Sulfonyldiphenol 1,2-bis(4-pyridyl)ethane",C(Cc1ccncc1)c1ccncc1,Oc1ccc(cc1)S(=O)(=O)c1ccc(O)cc1,1999,h-bond,2
LIPXIR,"4,4'-Sulfonyldiphenol 4,4'-trimethylenedipyridine",C(Cc1ccncc1)Cc1ccncc1,Oc1ccc(cc1)S(=O)(=O)c1ccc(O)cc1,1999,h-bond,2
LIPXUD,"4,4'-Biphenol 1,10-phenanthroline",c1cnc2c(c1)ccc1cccnc21,Oc1ccc(cc1)c1ccc(O)cc1,1999,h-bond,2
LIPYAK,"4,4'-Thiodiphenol bis(1,10-phenanthroline)",c1cnc2c(c1)ccc1cccnc21,Oc1ccc(Sc2ccc(O)cc2)cc1,1999,h-bond,2
LIPYEO,"bis(4,4'-Sulfonyldiphenol) tris(1,10-phenanthroline)",c1cnc2c(c1)ccc1cccnc21,Oc1ccc(cc1)S(=O)(=O)c1ccc(O)cc1,1999,h-bond,2
LITPUZ,"C60Fullerene bis(2-(4-thieno-1,3-dithiolan-5-ylidene)-4,5-dimethyl-1,3-diselenole)",CC1=C(C)[Se]C([Se]1)=C1SCSC1=S,C12=C3C4=C5C6=C7C3=C3C8=C1C1=C9C%10=C2C4=C2C4=C%10C%10=C%11C%12=C4C4=C%13C%14=C(C5=C24)C6=C2C4=C7C3=C3C5=C8C1=C1C(=C9%10)C6=C%11C7=C8C9=C6C1=C5C1=C9C5=C(C4=C31)C2=C%14C(=C85)C%13=C%127,1999,weak_bond,1
LIYGOP,3(5)-Phenyl-4-bromo-5(3)-methylpyrazole 5-phenyl-4-bromo-3-methylpyrazole,CC1=NNC(=C1Br)c1ccccc1,CC1=C(Br)C(=NN1)c1ccccc1,1999,h-bond,2
LOCVOO,"5,10-Dihydro-5,10-dimethylphenazine 2,5-dimethyl-7,7,8,8-tetracyano-p-quinodimethane",CC1=CC(C(=CC1=C(C#N)C#N)C)=C(C#N)C#N,CN1c2ccccc2N(C)c2ccccc12,1999,weak_bond,1
LOFDAL,"cis,anti,cis-Dicyclohexano-18-crown-6 bis(2-thiouracil)",C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,O=C1NC(=S)NC=C1,1999,h-bond,2
LOJCES,"4-(Dimethylamino)-2,2,6,6-tetramethylpiperidinyloxyl radical 2,3-dichloro-5-cyano-6-hydroxybenzo-1,4-quinone",OC1=C(C#N)C(=O)C(=C(Cl)C1=O)Cl,CN(C)C1CC(C)(C)N([O])C(C)(C)C1,1999,h-bond,2
LOKRAE,(R)-(+)-3-Cyclohexene-1-carboxylic acid brucine,COc1cc2N3C4C5C(CC3=O)OCC=C3CN6CCC4(C6CC53)c2cc1OC,OC(=O)C1CCC=CC1,1999,h-bond,2
LOQBAU,"4,4'-Bipyridine 1,8-diiodoperfluorooctane",FC(F)(I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,c1cc(ccn1)c1ccncc1,1999,h-bond,2
MAWBOB,Triphenylphosphine oxide p-amino-p'-nitrobiphenyl,Nc1ccc(cc1)c1ccc(cc1)N(=O)=O,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,1999,h-bond,2
MAXGEX,"Tetramethylene(ethylenedithio)tetrathiafulvalene 7,7,8,8-tetracyanoquinodimethane",N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,C1CCC2=C(C1)SC(S2)=C1SC2=C(SCCS2)S1,1999,weak_bond,1
MECPIT,bis(Isosteviol) aniline,Nc1ccccc1,CC12CCC3C4(C)CCCC(C)(C4CCC3(CC1=O)C2)C(O)=O,1999,weak_bond,1
MEFJAI,"bis(2,2'-Dihydroxybiphenyl) tris(phenazine)",c1ccc2nc3ccccc3nc2c1,Oc1ccccc1c1ccccc1O,1999,h-bond,2
OBECUU,"meso-1,2-bis(4-Dimethylaminophenyl)-1,2-ethanediol N,N'-bis(4-nitrobenzylidene)ethylenediamine",O=N(=O)c1ccc(cc1)C=NCCN=Cc1ccc(cc1)N(=O)=O,CN(C)c1ccc(cc1)C(O)C(O)c1ccc(cc1)N(C)C,1999,h-bond,2
OBEDEF,"meso-1,2-bis(4-Dimethylaminophenyl)-1,2-ethandiol N,N'-bis(4-methoxycarbonylbenzylidene)ethylenediamine",CN(C)c1ccc(cc1)C(O)C(O)c1ccc(cc1)N(C)C,COC(=O)c1ccc(cc1)C=NCCN=Cc1ccc(cc1)C(=O)OC,1999,h-bond,2
OBEDIJ,"meso-1,2-bis(4-Dimethylaminophenyl)-1,2-ethandiol N,N'-bis(4-trifluoromethylbenzylidene)ethylendiamine",CN(C)c1ccc(cc1)C(O)C(O)c1ccc(cc1)N(C)C,FC(F)(F)c1ccc(cc1)C=NCCN=Cc1ccc(cc1)C(F)(F)F,1999,h-bond,2
OBEDOP,"meso-1,2-bis(4-Dimethylaminophenyl)-1,2-ethandiol N,N'-bis(4-pyridylmethylene)ethylenediamine",CN(C)c1ccc(cc1)C(O)C(O)c1ccc(cc1)N(C)C,C(CN=Cc1ccncc1)N=Cc1ccncc1,1999,h-bond,2
OBEDUV,"meso-1,2-bis(4-Methoxyphenyl)-1,2-ethandiol N,N'-bis(4-methoxycarbonylbenzylidene)ethylenediamine",COC(=O)c1ccc(cc1)C=NCCN=Cc1ccc(cc1)C(=O)OC,COc1ccc(cc1)C(O)C(O)c1ccc(OC)cc1,1999,h-bond,2
QADGEH,"1,6-Diaminopyrene p-bromanil",Nc1ccc2ccc3c(N)ccc4ccc1c2c34,BrC1=C(Br)C(=O)C(=C(Br)C1=O)Br,1999,h-bond,2
QAHSIB,"2,3-Diaminonaphthalene chloranil",ClC1=C(Cl)C(=O)C(=C(Cl)C1=O)Cl,Nc1cc2ccccc2cc1N,1999,halogen_bond,3
QAWNAD,1-(2-[(p-chloro-Ã?Â±-phenylbenzyl)oxy]ethyl)piperidine fendizoate,OC(=O)c1ccccc1C(=O)c1ccc(O)c(c1)c1ccccc1,Clc1ccc(cc1)C(OCCN1CCCCC1)c1ccccc1,1999,h-bond,2
SUVJEY,2-Aminopyrimidine terephthalic acid,Nc1ncccn1,OC(=O)c1ccc(cc1)C(O)=O,1999,h-bond,2
SUVNEC,"(S)-2,2'-Dihydroxy-1,1'-binaphthyl (R,R)-1,2-cyclohexanediamine",Oc1ccc2ccccc2c1c1c(O)ccc2ccccc12,NC1CCCCC1N,1999,h-bond,2
SUWGOG,"bis(5-(2-Pyridyl)-1H-1,2,4-triazole) 1,4-dihydroxybenzene",N1C=NC(=N1)c1ccccn1,Oc1ccc(O)cc1,1999,h-bond,2
UDUZEY,"4,4'-Bipyridyl bis(indole-2-carboxylic acid)",OC(=O)C1=Cc2ccccc2N1,c1cc(ccn1)c1ccncc1,1999,h-bond,2
UDUZIC,"4,4'-Bipyridyl 3-aminobenzoic acid",Nc1cccc(c1)C(O)=O,c1cc(ccn1)c1ccncc1,1999,h-bond,2
UDUZOI,"4,4'-Bipyridyl bis(4-aminobenzoic acid)",Nc1ccc(cc1)C(O)=O,c1cc(ccn1)c1ccncc1,1999,h-bond,2
VEMPEI,"5,10,15,20-tetrakis(3,5-Di-t-butylphenyl)porphyrin C60fullerene",C12=C3C4=C5C6=C7C3=C3C8=C1C1=C9C%10=C2C4=C2C4=C%10C%10=C%11C%12=C4C4=C%13C%14=C(C5=C24)C6=C2C4=C7C3=C3C5=C8C1=C1C(=C9%10)C6=C%11C7=C8C9=C6C1=C5C1=C9C5=C(C4=C31)C2=C%14C(=C85)C%13=C%127,CC(C)(C)c1cc(cc(c1)C(C)(C)C)C1=C2NC(=C(c3cc(cc(c3)C(C)(C)C)C(C)(C)C)C3=NC(=C(C4=CC=C(N4)C(=C4C=CC1=N4)c1cc(cc(c1)C(C)(C)C)C(C)(C)C)c1cc(cc(c1)C(C)(C)C)C(C)(C)C)C=C3)C=C2,1999,weak_bond,1
VEQKIL,"bis(2-[4,5-dimethyl-1,3-dithiol-2-ylidene]-1,3-indanedione) tetracyanoquinodimethane",N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,CC1=C(C)SC(S1)=C1C(=O)c2ccccc2C1=O,1999,weak_bond,1
WITGAH,"bis(2,4,6-tris(4-Bromophenoxy)-1,3,5-triazine) hexachlorobenzene",Brc1ccc(Oc2nc(Oc3ccc(Br)cc3)nc(Oc3ccc(Br)cc3)n2)cc1,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1999,weak_bond,1
WOFVES,"2,4,2',4'-Tetramethoxy-[3.3]-m-cyclophane chloranil",ClC1=C(Cl)C(=O)C(=C(Cl)C1=O)Cl,COc1cc(OC)c2CCCc3cc(CCCc1c2)c(OC)cc3OC,1999,h-bond,2
XAPWIU,"4,4'-Bipyridine bis((2,4-dichlorophenoxy)acetic acid)",OC(=O)COc1ccc(Cl)cc1Cl,c1cc(ccn1)c1ccncc1,1999,h-bond,2
XAPWOA,"5-Nitroquinoline (2,4,5-trichlorophenoxy)acetic acid",O=N(=O)c1cccc2ncccc12,OC(=O)COc1cc(Cl)c(Cl)cc1Cl,1999,h-bond,2
