csd_id,name,smiles1,smiles2,year,functionality,group
IANNOB,p-Iodoaniline-S-trinitrobenzene complex,C1=CC(=CC=C1N)I,C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1943,weak_bond,1
CLAHMB,Chloranil-hexamethylbenzene complex,C1(=C(C(=O)C(=C(C1=O)Cl)Cl)Cl)Cl,CC1=C(C(=C(C(=C1C)C)C)C)C,1962,weak_bond,1
MTHMAD,9-Methyladenine-1-methylthymine complex,CN1C=NC2=C(N=CN=C21)N,CC1=CN(C(=O)NC1=O)C,1963,h-bond,2
PERFAN,Perylene-fluoranil complex,C1=CC2=C3C(=C1)C4=CC=CC5=C4C(=CC=C5)C3=CC=C2,C1(=C(C(=O)C(=C(C1=O)F)F)F)F,1963,weak_bond,1
ANCTNB,Anthracene trinitrobenzene,C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],C1=CC=C2C=C3C=CC=CC3=CC2=C1,1964,weak_bond,1
HBTBBZ,"Hexabromobenzene-1,2,4,5-tetrabromobenzene complex",C1(=C(C(=C(C(=C1Br)Br)Br)Br)Br)Br,C1=C(C(=CC(=C1Br)Br)Br)Br,1964,weak_bond,1
SKTNIB,Skatole s-trinitrobenzene,C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],CC1=CNC2=CC=CC=C12,1964,weak_bond,1
ADBURM,Adenosine-5-bromouridine monohydrate,C1=C(C(=O)NC(=O)N1C2C(C(C(O2)CO)O)O)Br,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N,1965,h-bond,2
ANTPML,Anthracene-pyromellitic dianhydride complex,C1=C2C(=CC3=C1C(=O)OC3=O)C(=O)OC2=O,C1=CC=C2C=C3C=CC=CC3=CC2=C1,1965,weak_bond,1
DGUBCY,Deoxyguanosine-5-bromodeoxycytidine complex,C1C(C(OC1N2C=C(C(=NC2=O)N)Br)CO)O,C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)CO)O,1965,h-bond,2
ICYTIN,Isocytosine,C1=CN=C(NC1=O)N,C1=CN=C(NC1=O)N,1965,h-bond,2
LUTDUR,"2,6-Lutidine urea",CC1=NC(=CC=C1)C,C(=O)(N)N,1965,weak_bond,1
MURPYR,"1,3,7,9-Tetramethyluric acid pyrene complex",CN1C2=C(N(C1=O)C)N(C(=O)N(C2=O)C)C,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,1965,weak_bond,1
PERPML,Perylene-pyromellitic dianhydride complex,C1=CC2=C3C(=C1)C4=CC=CC5=C4C(=CC=C5)C3=CC=C2,C1=C2C(=CC3=C1C(=O)OC3=O)C(=O)OC2=O,1965,weak_bond,1
QMEPHE,"7,7,8,8-Tetracyanoquinodimethane-N,N,N',N'-tetramethyl-p-phenylenediamine complex",C1=CC(=C(C#N)C#N)C=CC1=C(C#N)C#N,CN(C)C1=CC=C(C=C1)N(C)C,1965,weak_bond,1
QUIDON,Quinhydrone,C1=CC(=CC=C1O)O,C1=CC(=O)C=CC1=O,1965,h-bond,2
SPORMB,Sporidesmin-methylene dibromide adduct,C[C@@]12C(=O)N3C4[C@](C([C@]3(C(=O)N1C)SS2)O)(C5=CC(=C(C(=C5N4C)OC)OC)Cl)O,C(Br)Br,1965,halogen_bond,3
APANBZ,Acepleiadylene-s-trinitrobenzene complex,C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],C1=CC=C2C=CC3=CC=C4C3=C2C(=C1)C=C4,1966,weak_bond,1
ETAMBU10,9-Ethyladenine-1-methyl-5-bromouracil complex,CN1C=C(C(=O)NC1=O)Br,CCN1C=NC2=C(N=CN=C21)N,1966,halogen_bond,3
MAAZNB,"2,4,6-Tri(dimethylamino)-1,3,5-triazine-s-trinitrobenzene",C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,1966,weak_bond,1
MBUMAD10,1-Methyl-5-bromouracil-9-methyladenine,CN1C=C(C(=O)NC1=O)Br,CN1C=NC2=C(N=CN=C21)N,1966,weak_bond,1
MPBOPA,(+)-m-Methoxyphenoxypropionic acid-(-)-m-bromophenoxypropionic acid,CC(C(=O)O)OC1=CC(=CC=C1)Br,CC(C(=O)O)OC1=CC=CC(=C1)OC,1966,h-bond,2
BNQBRP,p-Benzoquinone-p-bromophenol complex,C1=CC(=CC=C1O)Br,C1=CC(=O)C=CC1=O,1967,h-bond,2
BNQCLP,p-Benzoquinone-p-chlorophenol complex,C1=CC(=CC=C1O)Cl,C1=CC(=O)C=CC1=O,1967,h-bond,2
CRBAMP10,Urea phosphoric acid,OP(=O)(O)O,C(=O)(N)N,1967,h-bond,2
CYENAP,Tetracyanoethylene-naphthalene complex,C1=CC=C2C=CC=CC2=C1,C(#N)C(=C(C#N)C#N)C#N,1967,weak_bond,1
EGMCYT10,9-Ethylguanine-1-methylcytosine complex,CCN1C=NC2=C1N=C(NC2=O)N,CN1C=CC(=NC1=O)N,1967,h-bond,2
EGMFCY10,9-Ethylguanine-1-methyl-5-fluorocytosine complex,CCN1C=NC2=C1N=C(NC2=O)N,CN1C=C(C(=NC1=O)N)F,1967,h-bond,2
ETABFU,9-Ethyladenine-1-methyl-5-fluorouracil,CCN1C=NC2=C(N=CN=C21)N,CN1C=C(C(=O)NC1=O)F,1967,h-bond,2
FUREHX,5-Fluorouracil-9-ethylhypoxanthine,CCN1C=NC2=C1N=CNC2=O,C1=C(C(=O)NC(=O)N1)F,1967,h-bond,2
HQUCLA,8-Hydroxyquinoline-chloranil complex,C1(=C(C(=O)C(=C(C1=O)Cl)Cl)Cl)Cl,C1=CC2=C(C(=C1)O)N=CC=C2,1967,h_bond,2
TMUBZP10,"1,3,7,9-Tetramethyluric acid-3,4-benzpyrene complex",C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,CN1C2=C(N(C1=O)C)N(C(=O)N(C2=O)C)C,1967,weak_bond,1
TPDTCB,"N,N,N',N'-Tetramethyl-p-phenylenediamine-1,2,4,5-tetracyanobenzene complex",C1=C(C(=CC(=C1C#N)C#N)C#N)C#N,CN(C)C1=CC=C(C=C1)N(C)C,1967,weak_bond,1
BARAAD,"5-ethyl-5-phenylpyrimidine-2,4,6(1H,3H,5H)-trione 8-bromo-9-ethyl-9H-purin-6-amine",CCN1C2=NC=NC(=C2N=C1Br)N,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,1968,h-bond,2
BEPYRZ10,pyrazine tetrabromoethene,C(=C(Br)Br)(Br)Br,C1=CN=CC=N1,1968,halogen_bond,3
CAFSAL,Caffeine-5-chlorosalicylic acid complex,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,C1=CC(=C(C=C1Cl)C(=O)O)O,1968,h-bond,2
CYBHMB,"benzene-1,2,4,5-tetracarbonitrile hexamethylbenzene",C1=C(C(=CC(=C1C#N)C#N)C#N)C#N,CC1=C(C(=C(C(=C1C)C)C)C)C,1968,weak_bond,1
IETPYA10,Pyrazine-tetraiodoethylene complex,C(=C(I)I)(I)I,C1=CN=CC=N1,1968,halogen_bond,3
PHENQU,Benzoquinone bis(phenol),C1=CC(=O)C=CC1=O,C1=CC=C(C=C1)O,1968,h-bond,2
TCQANT,"2,2'-cyclohexa-2,5-diene-1,4-diylidenedimalononitrile anthracene",C1=CC(=C(C#N)C#N)C=CC1=C(C#N)C#N,C1=CC=C2C=C3C=CC=CC3=CC2=C1,1968,weak_bond,1
TCQPDA,"2,2'-cyclohexa-2,5-diene-1,4-diylidenedimalononitrile N,N,N',N'-tetramethylbenzene-1,4-diamine",C1=CC(=C(C#N)C#N)C=CC1=C(C#N)C#N,CN(C)C1=CC=C(C=C1)N(C)C,1968,weak_bond,1
TMABCA,"2,3,5,6-tetrachloro-1,4-benzoquinone N,N,N',N'-tetramethylbenzene-1,4-diamine",C1(=C(C(=O)C(=C(C1=O)Cl)Cl)Cl)Cl,CN(C)C1=CC=C(C=C1)N(C)C,1968,weak_bond,1
BURBAD,1-Methyl-5-bromouracil-9-ethyl-8-bromo-adenine complex,CCN1C2=NC=NC(=C2N=C1Br)N,CN1C=C(C(=O)NC1=O)Br,1969,h-bond,2
BUREAP,1-Methyl-5-bromouracil-9-ethyl-2-aminopurine complex,CN1C=C(C(=O)NC1=O)Br,CCN1C=NC2=CN=C(N=C21)N,1969,halogen_bond,3
CSATEO,5-Chlorosalicylic acid-theophylline complex,CN1C2=C(C(=O)N(C1=O)C)NC=N2,C1=CC(=C(C=C1Cl)C(=O)O)O,1969,h-bond,2
CYTFUR,Cytosine 5-fluorouracil complex monohydrate,C1=C(C(=O)NC(=O)N1)F,C1=C(NC(=O)N=C1)N,1969,h-bond,2
EBAEBH,9-Ethyl-8-bromoadenine-9-ethyl-8-bromo-hypoxanthine,CCN1C2=C(C(=O)NC=N2)N=C1Br,CCN1C2=NC=NC(=C2N=C1Br)N,1969,halogen_bond,3
FUREAP,1-Methyl-5-fluorouracil-9-ethyl-2-aminopurine complex,CCN1C=NC2=CN=C(N=C21)N,CN1C=C(C(=O)NC1=O)F,1969,h-bond,2
FURMCY,5-Fluorouracil-1-methylcytosine complex,C1=C(C(=O)NC(=O)N1)F,CN1C=CC(=NC1=O)N,1969,h-bond,2
IMUEAD,bis(1-Methyl-5-iodouracil)-9-ethyladenine complex,CN1C=C(C(=O)NC1=O)I,CCN1C=NC2=C(N=CN=C21)N,1969,h-bond,2
MIUDAP10,"bis(1-Methyl-5-iodouracil)-9-ethyl-2,6-diaminopurine complex",CN1C=C(C(=O)NC1=O)I,CCN1C=NC2=C(N=C(N=C21)N)N,1969,h-bond,2
PHNSNB10,"Phenothiazine-1,3,5-trinitrobenzene complex",C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],C1=CC=C2C(=C1)NC3=CC=CC=C3S2,1969,weak_bond,1
PYRPMA01,Pyrene-pyromellitic dianhydride complex,C1=C2C(=CC3=C1C(=O)OC3=O)C(=O)OC2=O,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,1969,weak_bond,1
TESBRP,Testosterone-p-bromophenol,C[C@]12CCC3C(C1CCC2O)CCC4=CC(=O)CC[C@]34C,C1=CC(=CC=C1O)Br,1969,halogen_bond,3
TPPOSE,Triphenylphosphine oxide-seleninyl dichloride complex,C1=CC=C(C=C1)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3,O=[Se](Cl)Cl,1969,halogen_bond,3
BZQRES,p-Benzoquinone resorcinol,C1=CC(=CC(=C1)O)O,C1=CC(=O)C=CC1=O,1970,h-bond,2
CMHMBZ,"7,7,8,8-Tetracyanoquinodimethane hexamethylbenzene",C1=CC(=C(C#N)C#N)C=CC1=C(C#N)C#N,CC1=C(C(=C(C(=C1C)C)C)C)C,1970,weak_bond,1
EBPETY,"9-Ethyl-8-bromo-2,6-diaminopurine-1-ethylthymine complex",CCN1C2=NC(=NC(=C2N=C1Br)N)N,CCN1C=C(C(=O)NC1=O)C,1970,h-bond,2
EBPMUR,"9-Ethyl-8-bromo-2,6-diaminopurine-1-methyluracil complex",CCN1C2=NC(=NC(=C2N=C1Br)N)N,CN1C=CC(=O)NC1=O,1970,h-bond,2
HMTTPO10,Hexamethylenetetramine tri(phenol) complex,C1N2CN3CN1CN(C2)C3,C1=CC=C(C=C1)O,1970,h-bond,2
NIBZAM,s-Trinitrobenzene-s-triaminobenzene complex,C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],C1=C(C=C(C=C1N)N)N,1970,h-bond,2
PERTCE10,Perylene-tetracyanoethylene complex,C1=CC2=C3C(=C1)C4=CC=CC5=C4C(=CC=C5)C3=CC=C2,C(#N)C(=C(C#N)C#N)C#N,1970,weak_bond,1
ANCPOL,"Aniline-2,4,5-trichlorophenol complex",C1=C(C(=CC(=C1Cl)Cl)Cl)O,C1=CC=C(C=C1)N,1971,h-bond,2
ANLPCP,Aniline-pentachlorophenol complex,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,C1=CC=C(C=C1)N,1971,h-bond,2
BAZCLH,"7-Bromo-2,3-dihydro-1-methyl-5-phenyl-1,4-benzodiazepin-2-one chloral hydrate",CN1C(=O)CN=C(C2=C1C=CC(=C2)Br)C3=CC=CC=C3,C(C(Cl)(Cl)Cl)(O)O,1971,h-bond,2
BFHMTA,Bromoform-hexamethylenetetramine complex,C(Br)(Br)Br,C1N2CN3CN1CN(C2)C3,1971,halogen_bond,3
CSATBR,5-Chlorosalicylic acid-theobromine complex,CN1C=NC2=C1C(=O)NC(=O)N2C,C1=CC(=C(C=C1Cl)C(=O)O)O,1971,h-bond,2
GLUCUR20,Ã?Â±-D-Glucose-urea complex,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)O,C(=O)(N)N,1971,h-bond,2
HQUNBZ,"8-Hydroxyquinoline-1,3,5-trinitrobenzene complex",C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],C1=CC2=C(C(=C1)O)N=CC=C2,1971,h-bond,2
MTYHFB,Mesitylene-hexafluorobenzene complex,C1(=C(C(=C(C(=C1F)F)F)F)F)F,CC1=CC(=CC(=C1)C)C,1971,weak_bond,1
PACTCN10,(3.3)Paracyclophane-tetracyanoethylene complex,C1CC2=CC=C(CCCC3=CC=C(C1)C=C3)C=C2,C(#N)C(=C(C#N)C#N)C#N,1971,weak_bond,1
PASOCT10,Triphenylarsine oxide-tetrachlorocatechol complex,C1=CC=C(C=C1)[As](=O)(C2=CC=CC=C2)C3=CC=CC=C3,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)O)O,1971,halogen_bond,3
PHLBZQ,Phloroglucinol bis(p-benzoquinone) complex,C1=C(C=C(C=C1O)O)O,C1=CC(=O)C=CC1=O,1971,h-bond,2
PYOCHP,2-Pyridone-6-chloro-2-hydroxypyridine complex,C1=CC(=O)NC(=C1)Cl,C1=CC(=O)NC=C1,1971,h-bond,2
QQQEYV01,Aminopyrine barbital,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C,CCC1(C(=O)NC(=O)NC1=O)CC,1971,h-bond,2
STHSAM01,Sulfathiazole sulfanilamide,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2,C1=CC(=CC=C1N)S(=O)(=O)N,1971,h-bond,2
SULTHE01,Sulfathiazole theophylline,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1971,h-bond,2
SURMAD10,1-Methyl-4-thiouracil 9-methyladenine,CN1C=NC2=C(N=CN=C21)N,CN1C=CC(=S)NC1=O,1971,h-bond,2
THYBNZ10,Thymine-p-benzoquinone complex,CC1=CNC(=O)NC1=O,C1=CC(=O)C=CC1=O,1971,h-bond,2
TMBCAN,"N,N,N',N'-Tetramethylbenzidine-chloroanil complex",C1(=C(C(=O)C(=C(C1=O)Cl)Cl)Cl)Cl,CN(C)C1=CC=C(C=C1)C2=CC=C(C=C2)N(C)C,1971,h-bond,2
ANTCYB,"Anthracene 1,2,4,5-tetracyanobenzene",C1=CC=C2C=C3C=CC=CC3=CC2=C1,C1=C(C(=CC(=C1C#N)C#N)C#N)C#N,1972,weak_bond,1
BTFZEP01,Triethyl phosphate benzotrifurazan,C12=NON=C1C3=NON=C3C4=NON=C24,CCOP(=O)(OCC)OCC,1972,h-bond,2
BZPPAM,Benzophenone diphenylamine,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,C1=CC=C(C=C1)NC2=CC=CC=C2,1972,h-bond,2
EADBAC,9-Ethyladenine-5-isopropyl-5-bromoallylbarbituric acid complex,CC(C)C1(C(=O)NC(=O)NC1=O)CC(=C)Br,CCN1C=NC2=C(N=CN=C21)N,1972,h-bond,2
EADBAR10,"9-Ethyladenine-5,5-diethylbarbituric acid complex",CCC1(C(=O)NC(=O)NC1=O)CC,CCN1C=NC2=C(N=CN=C21)N,1972,h-bond,2
ESOURE10,Estradiol-urea,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,C(=O)(N)N,1972,h-bond,2
NINTHT,"1,4-Dideoxy-1,4-dinitro-neo-inositol-bis(tetrahydrothiophene-1-oxide) complex",C1(C(C(C(C(C1O)O)[N+](=O)[O-])O)O)[N+](=O)[O-],C1CCS(=O)C1,1972,h-bond,2
TNBFBT,"1,3,5-Trinitrobenzene-3-formylbenzothiophene",C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],C1=CC=C2C(=C1)C(=CS2)C=O,1972,h-bond,2
URNFRO,Urea-syn-5-nitro-2-furaldehyde oxime complex,C1=C(OC(=C1)[N+](=O)[O-])/C=N\O,C(=O)(N)N,1972,h-bond,2
UROXAL,bis(Urea)-oxalic acid,C(=O)(C(=O)O)O,C(=O)(N)N,1972,h-bond,2
ACNTCB,Acenaphthene-tetrachloro-p-benzoquinone complex,C1(=C(C(=O)C(=C(C1=O)Cl)Cl)Cl)Cl,C1CC2=CC=CC3=C2C1=CC=C3,1973,weak_bond,1
ACNTCQ,"Acenaphthene 7,7,8,8-tetracyanoquinodimethane complex",C1=CC(=C(C#N)C#N)C=CC1=C(C#N)C#N,C1CC2=CC=CC3=C2C1=CC=C3,1973,weak_bond,1
BZASUC,Benzamide succinic acid,C1=CC=C(C=C1)C(=O)N,C(CC(=O)O)C(=O)O,1973,h-bond,2
DMPTCN,"N,N-Dimethyl-p-phenylenediamine-1,2,4,5-tetracyanobenzene complex",C1=C(C(=CC(=C1C#N)C#N)C#N)C#N,CN(C)C1=CC=C(C=C1)N,1973,h-bond,2
FURAOX,bis(Furamide) oxalic acid,C1=COC(=C1)C(=O)N,C(=O)(C(=O)O)O,1973,h-bond,2
MBZDCN,"N,N,N',N'-Tetramethylbenzidine-chloranil complex",C1(=C(C(=O)C(=C(C1=O)Cl)Cl)Cl)Cl,CN(C)C1=CC=C(C=C1)C2=CC=C(C=C2)N(C)C,1973,weak_bond,1
MBZFBZ01,Hexamethylbenzene-hexafluorobenzene complex,C1(=C(C(=C(C(=C1F)F)F)F)F)F,CC1=C(C(=C(C(=C1C)C)C)C)C,1973,weak_bond,1
PDTCNB,"p-Phenylenediamine-1,2,4,5-tetracyanobenzene complex",C1=C(C(=CC(=C1C#N)C#N)C#N)C#N,C1=CC(=CC=C1N)N,1973,h-bond,2
PERTCQ,"Perylene-7,7,8,8-tetracyanoquinodimethane complex",C1=CC2=C3C(=C1)C4=CC=CC5=C4C(=CC=C5)C3=CC=C2,C1=CC(=C(C#N)C#N)C=CC1=C(C#N)C#N,1973,weak_bond,1
PMPZOL,1-Phenyl-3-methyl-5-pyrazolone,CC1=CC(=O)N(N1)C2=CC=CC=C2,CC1=CC(=O)N(N1)C2=CC=CC=C2,1973,h-bond,2
PYRCBZ,"Pyrene-1,2,4,5-tetracyanobenzene complex",C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,C1=C(C(=CC(=C1C#N)C#N)C#N)C#N,1973,weak_bond,1
PYRCLN,Pyrene-chloroanil complex,C1(=C(C(=O)C(=C(C1=O)Cl)Cl)Cl)Cl,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,1973,weak_bond,1
PYRTNB,"Pyrene-1,3,5-trinitrobenzene complex",C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,1973,weak_bond,1
SALCYS,Salicylic acid-cytidine complex,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,C1=CC=C(C(=C1)C(=O)O)O,1973,h-bond,2
TCQBDX,"7,7,8,8-Tetracyanoquinodimethane-dibenzo-p-dioxin",C1=CC(=C(C#N)C#N)C=CC1=C(C#N)C#N,C1=CC=C2C(=C1)OC3=CC=CC=C3O2,1973,chalcogen,4
TCQMHP,"7,7,8,8-Tetracyanoquinodimethane N,N'-dimethyldihydrophenazine",CN1C2=CC=CC=C2N(C3=CC=CC=C31)C,C1=CC(=C(C#N)C#N)C=CC1=C(C#N)C#N,1973,chalcogen,4
TCQPEN10,"7,7,8,8-Tetracyanoquinodimethane-phenazine",C1=CC(=C(C#N)C#N)C=CC1=C(C#N)C#N,C1=CC=C2C(=C1)N=C3C=CC=CC3=N2,1973,chalcogen,4
AMBSAM10,5-Ethyl-5-isoamylbarbituric acid salicylamide,CCC1(C(=O)NC(=O)NC1=O)CCC(C)C,C1=CC=C(C(=C1)C(=O)N)O,1974,h-bond,2
AMPCYB,Aminopyrine cyclobarbital,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C,1974,h-bond,2
APYSAL,Antipyrine salicylic acid,CC1=CC(=O)N(N1C)C2=CC=CC=C2,C1=CC=C(C(=C1)C(=O)O)O,1974,h-bond,2
BARAPY10,"5,5-Diethylbarbituric acid bis(2-aminopyridine)",CCC1(C(=O)NC(=O)NC1=O)CC,C1=CC=NC(=C1)N,1974,h-bond,2
BARBAM,"5,5-Diethylbarbituric acid acetamide",CCC1(C(=O)NC(=O)NC1=O)CC,CC(=O)N,1974,h-bond,2
BARBUR,"5,5-Diethylbarbituric acid urea",CCC1(C(=O)NC(=O)NC1=O)CC,C(=O)(N)N,1974,h-bond,2
BARHMP,bis(Barbital)-hexamethylphosphoramide complex,CCC1(C(=O)NC(=O)NC1=O)CC,CN(C)P(=O)(N(C)C)N(C)C,1974,h-bond,2
BARIMZ10,"5,5-Diethylbarbituric acid-imidazole complex",CCC1(C(=O)NC(=O)NC1=O)CC,C1=CN=CN1,1974,h-bond,2
BARMPN,"5,5-Diethylbarbituric acid-N-methyl-2-pyridone complex",CCC1(C(=O)NC(=O)NC1=O)CC,CN1C=CC=CC1=O,1974,h-bond,2
BNZTNB,Benzidine-s-trinitrobenzene complex,C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],C1=CC(=CC=C1C2=CC=C(C=C2)N)N,1974,h-bond,2
BZTCNQ,"Benzidine 7,7,8,8-tetracyanoquinodimethane",C1=CC(=C(C#N)C#N)C=CC1=C(C#N)C#N,C1=CC(=CC=C1C2=CC=C(C=C2)N)N,1974,h-bond,2
CAFBAR20,bis(Barbital)-caffeine complex,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,CCC1(C(=O)NC(=O)NC1=O)CC,1974,h-bond,2
CAPRES,Ã?Âµ-Caprolactam-4-chlororesorcinol,C1=CC(=C(C=C1O)O)Cl,C1CCC(=O)NCC1,1974,h-bond,2
CHRTCQ,"Chrysene-7,7,8,8-tetracyanoquinodimethane complex",C1=CC=C2C(=C1)C=CC3=C2C=CC4=CC=CC=C43,C1=CC(=C(C#N)C#N)C=CC1=C(C#N)C#N,1974,weak_bond,1
LUMNPO20,"Lumiflavin bis(naphthalene-2,3-diol)",CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C,C1=CC=C2C=C(C(=CC2=C1)O)O,1974,h-bond,2
MALTPO,Dimethylmalonic acid-bis(triphenylphosphine oxide),C1=CC=C(C=C1)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3,CC(C)(C(=O)O)C(=O)O,1974,h-bond,2
PALXND10,"10-n-Propylisoalloxazine bis(naphthalene-2,3-diol)",CCCN1C2=CC=CC=C2N=C3C1=NC(=O)NC3=O,C1=CC=C2C=C(C(=CC2=C1)O)O,1974,h-bond,2
PTZTCQ,"Phenothiazine 7,7,8,8-tetracyanoquinodimethane",C1=CC(=C(C#N)C#N)C=CC1=C(C#N)C#N,C1=CC=C2C(=C1)NC3=CC=CC=C3S2,1974,h-bond,2
PYMAST,Pyromellitic dianhydride-trans-stilbene complex,C1=C2C(=CC3=C1C(=O)OC3=O)C(=O)OC2=O,C1=CC=C(C=C1)/C=C/C2=CC=CC=C2,1974,weak_bond,1
TNFLMB,"2,4,7-Trinitrofluorenone-hexamethylbenzene complex",C1=CC2=C(C=C1[N+](=O)[O-])C(=O)C3=C2C(=CC(=C3)[N+](=O)[O-])[N+](=O)[O-],CC1=C(C(=C(C(=C1C)C)C)C)C,1974,weak_bond,1
TPYMAN,Anthracene-pyromellitic dithioanhydride complex,C1=C2C(=CC3=C1C(=O)SC3=O)C(=O)SC2=O,C1=CC=C2C=C3C=CC=CC3=CC2=C1,1974,weak_bond,1
CHRFAN,Chrysene-tetrafluoro-p-benzoquinone,C1=CC=C2C(=C1)C=CC3=C2C=CC4=CC=CC=C43,C1(=C(C(=O)C(=C(C1=O)F)F)F)F,1975,weak_bond,1
CRPACX10,"1,4,7,10,13,16-Hexaoxacyclo-octadecane dimethylacetylenedicarboxylate",C1COCCOCCOCCOCCOCCO1,COC(=O)C#CC(=O)OC,1975,h-bond,2
DNPCPH,Octadeutero-naphthalene-tetrachlorophthalic anhydride complex,C12=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)OC2=O,C1=CC=C2C=CC=CC2=C1,1975,weak_bond,1
FLABPC,Fluoranthene-picryl bromide complex,C1=C(C=C(C(=C1[N+](=O)[O-])Br)[N+](=O)[O-])[N+](=O)[O-],C1=CC=C2C(=C1)C3=CC=CC4=C3C2=CC=C4,1975,weak_bond,1
NPOFNP,Naphthalene-octafluoronaphthalene complex,C12=C(C(=C(C(=C1F)F)F)F)C(=C(C(=C2F)F)F)F,C1=CC=C2C=CC=CC2=C1,1975,weak_bond,1
PRORES,Progesterone-resorcinol,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,C1=CC(=CC(=C1)O)O,1975,h-bond,2
PYRBPC,Pyrene-picryl bromide complex,C1=C(C=C(C(=C1[N+](=O)[O-])Br)[N+](=O)[O-])[N+](=O)[O-],C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,1975,weak_bond,1
PYRBZQ,Pyrene-p-benzoquinone complex,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,C1=CC(=O)C=CC1=O,1975,weak_bond,1
PYRCYE02,Decadeutero-pyrene-tetracyanoethylene complex,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,C(#N)C(=C(C#N)C#N)C#N,1975,weak_bond,1
QUOLUR,Quinol-urea,C1=CC(=CC=C1O)O,C(=O)(N)N,1975,h-bond,2
ANTPIC,Anthracene-picric acid complex,C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],C1=CC=C2C=C3C=CC=CC3=CC2=C1,1976,weak_bond,1
BCYTGA,N-Tosyl-L-glutamic acid 5-bromocytosine,CC1=CC=C(C=C1)S(=O)(=O)NC(CCC(=O)O)C(=O)O,C1=NC(=O)NC(=C1Br)N,1976,h-bond,2
BZAPRM10,Benz(a)anthracene-pyromellitic dianhydride complex,C1=CC=C2C(=C1)C=CC3=CC4=CC=CC=C4C=C32,C1=C2C(=CC3=C1C(=O)OC3=O)C(=O)OC2=O,1976,weak_bond,1
CBZTNB,Carbazole-trinitrobenzene complex,C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],C1=CC=C2C(=C1)C3=CC=CC=C3N2,1976,h-bond,2
EADIND,9-Ethyladenine indole complex,CCN1C=NC2=C(N=CN=C21)N,C1=CC=C2C(=C1)C=CN2,1976,h-bond,2
