,smiles1,smiles2
1319,C[C@]1(O)[C@H]2CCC[C@H]3C[C@@H]1C[C@@H](C2)[C@@]3(C)O,Oc1ccc(O)cc1
1320,OC(=O)c1ccccc1COc1ccc(OCc2ccccc2C(O)=O)cc1,c1cc(ccn1)c1ccncc1
1321,OC(=O)c1ccccc1COc1ccc(OCc2ccccc2C(O)=O)cc1,c1cc(ccn1)/C=C/c1ccncc1
1322,CC1=CC(=N/C(N1)=N\C#N)C,NC(N)=NC#N
1323,C12=C3C4=C5C6=C7C3=C3C8=C1C1=C9C%10=C2C4=C2C4=C%10C%10=C%11C%12=C4C4=C%13C%14=C(C5=C24)C6=C2C4=C7C3=C3C5=C8C1=C1C(=C9%10)C6=C%11C7=C8C9=C6C1=C5C1=C9C5=C(C4=C31)C2=C%14C(=C85)C%13=C%127,C(N(Cc1ccccc1)c1ccc(cc1)N(Cc1ccccc1)Cc1ccccc1)c1ccccc1
1324,C12=C3C4=C5C6=C7C3=C3C8=C1C1=C9C%10=C2C4=C2C4=C%10C%10=C%11C%12=C4C4=C%13C%14=C(C5=C24)C6=C2C4=C7C3=C3C5=C8C1=C1C(=C9%10)C6=C%11C7=C8C9=C6C1=C5C1=C9C5=C(C4=C31)C2=C%14C(=C85)C%13=C%127,c1ccc(cc1)N(c1ccccc1)c1ccccc1
1325,O=C1NCc2ccc(CNC(=O)c3cccc(c3)C(=O)NCc3ccc(CNC(=O)c4cccc1c4)cc3)cc2,CN(CC(c1ccccc1)c1ccccc1)C(=O)/C=C/C(=O)N(C)CC(c1ccccc1)c1ccccc1
1326,O=C1NCc2ccc(CNC(=O)c3cccc(c3)C(=O)NCc3ccc(CNC(=O)c4cccc1c4)cc3)cc2,O=C(CC(c1ccccc1)c1ccccc1)NCCC(c1ccccc1)c1ccccc1
1327,C1COC2=C(O1)SC(S2)=C1SC2=C(SCCS2)S1,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N
1328,C1COC2=C(O1)SC(S2)=C1SC2=C(SCCS2)S1,COC1=CC(C(=CC1=C(C#N)C#N)OC)=C(C#N)C#N
1329,C1COC2=C(O1)SC(S2)=C1SC2=C(SCCS2)S1,N#CC(C#N)=C1C2=C([N]S[N]2)C(C2=C1[N]S[N]2)=C(C#N)C#N
1330,IC1=C(I)C(=O)C(=C(I)C1=O)I,C1COC2=C(O1)SC(S2)=C1SC2=C(SCCS2)S1
1331,C1COC2=C(O1)SC(S2)=C1SC2=C(OCCO2)S1,N#CC(C#N)c1ccc(cc1)c1ccc(cc1)C(C#N)C#N
1332,S1C(Sc2ccccc12)=C1Sc2ccccc2S1,N#CC(C#N)c1ccc(cc1)c1ccc(cc1)C(C#N)C#N
1333,N#CC(C#N)c1ccc(cc1)c1ccc(cc1)C(C#N)C#N,Cc1cc(cc(C)c1N)c1cc(C)c(N)c(C)c1
1334,N#CC(C#N)c1ccc(cc1)c1ccc(cc1)C(C#N)C#N,c1ccc2nc3ccccc3nc2c1
1335,Brc1ccc(cc1)S(=O)(=O)NS(=O)(=O)c1ccc(Br)cc1,CNC(=O)NC
1336,CC1=CC(=CC(=O)O1)OCc1cccc(C)c1,O=C1NC(=O)C=C1
1337,Brc1cc(cc2c1c1c(cc(cc1N(=O)=O)N(=O)=O)C2=C(C#N)C#N)N(=O)=O,S1C=CSC1=C1SC=CS1
1338,Brc1cc(cc2c1c1c(cc(cc1N(=O)=O)N(=O)=O)C2=C(C#N)C#N)N(=O)=O,CC1=C(C)SC(S1)=C1SC(=C(Br)S1)C
1339,c1cnc2ccc3ncccc3c2c1,OC(=O)C(O)=O
1340,c1cnc2ccc3ncccc3c2c1,OC(=O)c1ccc(cc1)C(O)=O
1341,OC(=O)C1CC(CC(C1)C(O)=O)C(O)=O,c1cnc2ccc3ncccc3c2c1
1342,OC(=O)c1ccc(C(O)=O)c2ccccc12,c1cnc2ccc3ncccc3c2c1
1343,Fc1c(F)c(F)c2C#CC#Cc3c(F)c(F)c(F)c(F)c3C#CC#Cc2c1F,c1ccc2C#CC#Cc3ccccc3C#CC#Cc2c1
1344,COc1cc(c(c(OC)n1)c1c(OC)nc(OC)cc1P(=O)(c1cc(C)cc(C)c1)c1cc(C)cc(C)c1)P(=O)(c1cc(C)cc(C)c1)c1cc(C)cc(C)c1,OC(=O)[C@@H](OC(=O)c1ccccc1)[C@H](OC(=O)c1ccccc1)C(O)=O
1345,C1COc2ccccc2OCCOCCOc2ccccc2OCCO1,Cc1cc(ccc1N)N(=O)=O
1346,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,Oc1ccc(cc1)C(=O)c1ccc(O)cc1
1347,Oc1ccc2ccccc2c1c1c(O)ccc2ccccc12,CC1=CN=C(N1)c1ccccc1
1348,Oc1ccc2ccccc2c1c1c(O)ccc2ccccc12,CC1=CNC=N1
1349,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,CN(C)CCN(C)C
1350,OC(=O)c1cccc2cccc(C(O)=O)c12,c1cncc(c1)/C=C/c1ccncc1
1351,c1cncc(c1)[C@H]1[C@@H]([C@@H]([C@H]1c1cccnc1)c1ccncc1)c1ccncc1,OC(=O)c1cccc2cccc(C(O)=O)c12
1352,Oc1cc(Cl)c(Cl)cc1Cl,O=C1C=CC(=O)C=C1
1353,Nc1ccc(SSc2ccc(N)cc2)cc1,Nc1ccc(S)cc1
1354,FC(F)(I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,C(Cc1ccncc1)Cc1ccncc1
1355,Fc1ccc(cc1)S(=O)(=O)NS(=O)(=O)c1ccc(F)cc1,CN(C)C(=O)N(C)C
1356,OC(=O)c1cccc(c1)C(O)=O,c1cc(ccn1)c1ccncc1
1357,OC(=O)c1ccc(C(O)=O)c2ccccc12,c1cc(ccn1)c1ccncc1
1358,OC(=O)C1CC(CC(C1)C(O)=O)C(O)=O,c1cc(ccn1)c1ccncc1
1359,OC(=O)CC(CC(O)=O)C(O)=O,c1cc(ccn1)c1ccncc1
1360,OC(=O)CC(O)=O,O=C1NC=CC=C1
1361,OC(=O)CCCC(O)=O,O=C1NC=CC=C1
1362,OC(=O)CCCCCC(O)=O,O=C1NC=CC=C1
1363,OC(=O)CCCCCCCC(O)=O,O=C1NC=CC=C1
1364,Fc1c(F)c(F)c2c(F)c(F)c(F)c(F)c2c1F,C1Cc2cccc3cccc1c23
1365,Fc1c(F)c(F)c(F)c(F)c1F,C1Cc2cccc3cccc1c23
1366,C(OP1(=NP(=NP(=N1)(OCc1ccncc1)OCc1ccncc1)(OCc1ccncc1)OCc1ccncc1)OCc1ccncc1)c1ccncc1,OC(=O)c1ccc(C(O)=O)c2cc3ccccc3cc12
1367,CC(c1ccc(O)cc1)(c1ccc(O)cc1)c1ccc(O)cc1,C(Cc1ccncc1)c1ccncc1
1368,C=CCN1C(c2ccccc2C1=C(C#N)C#N)=C(C#N)C#N,S1C=CSC1=C1SC=CS1
1369,COc1cc(C=O)ccc1O,C1N2CN3CN1CN(C2)C3
1370,Nc1nc(N)nc(n1)c1ccccc1,O=C1NC(=O)c2ccccc12
1371,O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,C1CNc2ccccc2C1
1372,c1cc2ccc3cccc4ccc(c1)c2c34,Fc1c(F)c(F)c(F)c(F)c1F
1373,CCCOc1c2Cc3cc(cc(Cc4cccc(Cc5cc(cc(Cc1ccc2)c5OCCC)C(=O)Nc1cccc(C)n1)c4OCCC)c3OCCC)C(=O)Nc1cccc(C)n1,CCCOc1c2Cc3cc(cc(Cc4cccc(Cc5cc(cc(Cc1ccc2)c5OCCC)C(O)=O)c4OCCC)c3OCCC)C(O)=O
1374,NC(=O)c1ccncc1,CCC/C=C/C(O)=O
1375,OC(=O)c1ccc(cc1)N(=O)=O,NC(=O)c1ccncc1
1376,Nc1ncc(cn1)N(=O)=O,Nc1ncccc1N(=O)=O
1377,OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,NC(=O)c1ccc(Cl)cc1
1378,CN(C)c1cccc(c1)C(O)=O,NC(=O)c1ccc(Cl)cc1
1379,NC(=O)c1ccc(Cl)cc1,OC(=O)/C=C/C(O)=O
1380,O=C(NCc1ccncc1)C(=O)NCc1ccncc1,Oc1cc(O)cc(c1)C(=O)OCC#CC#C
1381,Oc1cccc2c3ccccc3c3ccccc3c3cccc(O)c3c12,c1cc(ccn1)c1ccncc1
1382,c1ccc(nc1)c1ccccn1,NC(N)=O
1383,c1ccc(nc1)c1ccccn1,NC(N)=S
1384,c1cnc2c(c1)ccc1cccnc21,NC(N)=S
1385,c1cnc2c(c1)ccc1cccnc21,NC(N)=O
1386,Cc1ccc2ccc3ccc(C)nc3c2n1,NC(N)=O
1387,Cc1ccc2ccc3ccc(C)nc3c2n1,NC(N)=S
1388,Nc1ccc(cc1)N(=O)=O,O=C1C=CC(=O)C=C1
1389,C12=C3C4=C5C6=C3C3=C7C8=C9C3=C1C1=C3C9=C9C%10=C3C3=C%11C%12=C%13C3=C1C2=C1C4=C2C(=C%131)C1=C%12C3=C4C%12=C1C1=C%13C%14=C(C5=C21)C1=C2C5=C(C7=C61)C1=C6C5=C5C(=C%142)C(=C%12%13)C2=C4C4=C3C%11=C%10C3=C4C(=C52)C6=C3C9=C81,Oc1c2Cc3cccc(Cc4cccc(Cc5cccc(Cc6cccc(Cc1ccc2)c6O)c5O)c4O)c3O
1390,CC1=CC(=CC(=O)O1)OCc1cccc(Cl)c1,O=C1NC(=O)C=C1
1391,O=C(CCCCCCCCCCCCC(=O)NCC(c1ccccc1)c1ccccc1)NCC(c1ccccc1)c1ccccc1,O=C1NCc2ccc(CNC(=O)c3cccc(c3)C(=O)NCc3ccc(CNC(=O)c4cccc1c4)cc3)cc2
1392,Clc1cc2C(=O)OC(=O)c2cc1Cl,c1cc2ccc3cccc4ccc(c1)c2c34
1393,Brc1cc2C(=O)OC(=O)c2cc1Br,c1cc2ccc3cccc4ccc(c1)c2c34
1394,c1cc(ccn1)/C=C/c1ccc(/C=C/c2ccncc2)cc1,Oc1ccc(Cc2ccccc2)c(O)c1
1395,Oc1ccc(cc1)C(c1ccc(O)cc1)c1ccc(O)cc1,c1cc(ccn1)c1ccncc1
1396,OC(=O)C1CC(CC(C1)C(O)=O)C(O)=O,C(Cc1ccncc1)c1ccncc1
1397,C(Cc1ccc(CCc2ccncc2)cc1)c1ccncc1,OC(=O)C1CC(CC(C1)C(O)=O)C(O)=O
1398,OC(=O)CCCCCCCCCC(O)=O,C1N2CN3CN1CN(C2)C3
1399,COc1c2C=COc2c(OCC=C(C)C)c2OC(=O)C=Cc12,CC(C)=CCOc1c2OC=Cc2cc2C=CC(=O)Oc12
1400,Cc1c2ccccc2nc2ccc3ccccc3c12,OC(=O)C(c1ccccc1)c1ccccc1
1401,OC(=O)c1cc(ccc1O)S(O)(=O)=O,NC(N)=S
1402,OC([C@@H]1OC2(CCCC2)O[C@H]1C(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,COCCOCCOC
1403,CC(C)(C)c1ccc(O)c(c1)C(C)(C)C,C1CCC(CC1)NC1CCCCC1
1404,COC(=O)[C@H]1C[C@@H](CN(C1)C(=O)OC(C)(C)C)C(O)=O,C[C@H](N)c1ccccc1
1405,N(c1cccc(Nc2ccccn2)c1)c1ccccn1,OC(=O)c1cccc(c1)C(O)=O
1406,N(c1cccc(Nc2ccccn2)c1)c1ccccn1,OC(=O)c1ccc(Oc2ccc(cc2)C(O)=O)cc1
1407,N(c1cccc(Nc2ccccn2)c1)c1ccccn1,OC(=O)C(O)=O
1408,N(c1cccc(Nc2ccccn2)c1)c1ccccn1,OC(=O)CCCCCCCCC(O)=O
1409,N(c1cccc(Nc2ccccn2)c1)c1ccccn1,OC(=O)CCC(O)=O
1410,N(c1ccc(Nc2ccccn2)cc1)c1ccccn1,OC(=O)c1ccccc1c1ccccc1C(O)=O
1411,N(c1ccc(Nc2ccccn2)cc1)c1ccccn1,OC(=O)CCCCCCCCC(O)=O
1412,CN1C[C@H]2CON[C@]2(C1=O)c1ccccc1,Oc1ccc(O)cc1
1413,CN(C)/C=C/C(=O)c1cc(cc(c1)C(=O)/C=C/N(C)C)C(=O)/C=C/N(C)C,Oc1ccc(cc1)c1ccc(O)cc1
1414,CN(C)/C=C/C(=O)c1cc(cc(c1)C(=O)/C=C/N(C)C)C(=O)/C=C/N(C)C,Oc1ccc(O)cc1
1415,IC1=CSC(S1)=C1SC=CS1,O=N(=O)c1ccc(cc1)N(=O)=O
1416,c1cc(ccn1)/C=C/c1ccncc1,O=C1NC(=O)NC(=O)N1
1417,N#Cc1nc(nc(n1)c1nc(nc(n1)C#N)C#N)C#N,CN(C)c1ccc(cc1)N(C)C
1418,CC(C)Cc1ccc(cc1)[C@H](C)C(O)=O,c1cc(ccn1)c1ccncc1
1419,C[C@@H](C(O)=O)c1ccc(c(F)c1)c1ccccc1,c1cc(ccn1)c1ccncc1
1420,C[C@@H](C(O)=O)c1ccc(c(F)c1)c1ccccc1,c1cc(ccn1)/C=C/c1ccncc1
1421,CC1=C(C)SC(S1)=C1SC(=C(C)S1)C,O=N(=O)c1ccc(cc1)N(=O)=O
1422,OC(=O)CP(O)(O)=O,C1CN2CCN1CC2
1423,C(Cc1ccncc1)c1ccncc1,OC(=O)/C=C/C(O)=O
1424,C(Cc1ccncc1)Cc1ccncc1,OC(=O)/C=C/C(O)=O
1425,c1ccc(nc1)c1ccccn1,OC(=O)/C=C/C(O)=O
1426,CC1(C)[C@H](CC[C@@]1(C)C(O)=O)C(O)=O,C(Cc1ccncc1)c1ccncc1
1427,CC1(C)[C@H](CC[C@@]1(C)C(O)=O)C(O)=O,C1N2CN3CN1CN(C2)C3
1428,O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,NC1=Nc2ccccc2N1
1429,IC(I)=C(I)I,c1ccc2ncc(cc2c1)C#CC#Cc1cnc2ccccc2c1
1430,Fc1c(F)c(I)c(F)c(F)c1I,c1ccc2ncc(cc2c1)C#CC#Cc1cnc2ccccc2c1
1431,IC(I)=C(I)I,c1ccc2c(c1)cncc2C#CC#Cc1cncc2ccccc12
1432,Fc1c(F)c(I)c(F)c(F)c1I,c1ccc2c(c1)cncc2C#CC#Cc1cncc2ccccc12
1433,FC(F)(I)C(F)(F)C(F)(F)C(F)(F)I,c1cncc(c1)C#CC#Cc1cccnc1
1434,Fc1c(F)c(I)c(F)c(F)c1I,c1cncc(c1)C#CC#Cc1cccnc1
1435,COC(=O)c1cc2C(=C(C#N)C#N)c3cc(cc(c3c2c(c1)N(=O)=O)N(=O)=O)N(=O)=O,S1C=CSC1=C1SC=CS1
1436,CC[C@@H](C)N1C=NN(C1=O)c1ccc(cc1)N1CCN(CC1)c1ccc(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)c2ccc(Cl)cc2Cl)cc1,OC(=O)CCC(O)=O
1437,Fc1c(F)c(Br)c(F)c(F)c1Br,c1cc(ccn1)/C=C/c1ccncc1
1438,Fc1c(F)c(F)c(Br)c(Br)c1F,c1cc(ccn1)/C=C/c1ccncc1
1439,Fc1c(F)c(Br)c(F)c(Br)c1F,c1cc(ccn1)/C=C/c1ccncc1
1440,Fc1c(F)c(Br)c(F)c(Br)c1F,c1cc(ccn1)c1ccncc1
1441,Fc1c(F)c(F)c(Br)c(Br)c1F,c1cc(ccn1)c1ccncc1
1442,Fc1c(F)c(Br)c(F)c(F)c1Br,c1cc(ccn1)c1ccncc1
1443,Fc1c(F)c(I)c(F)c(F)c1I,O=C(NCc1cccnc1)C(=O)NCc1cccnc1
1444,O=C1/C(Cc2ccccc12)=C1\CCc2ccccc12,CC(C)(C)c1ccc(O)c(c1)C(C)(C)C
1445,c1cc(ccn1)/C=C/c1ccncc1,OC(=O)CC(CC(O)=O)C(O)=O
1446,Fc1c(F)c(F)c(/C=C2\[C@@H]3CC[C@@H](C3)/C2=C\c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,C1C[C@@H]2C[C@H]1/C(=C\c1ccccc1)/C2=C/c1ccccc1
1447,CCCCCCCCN1C=Nc2c(N)ncnc12,CCCCCCCCN1C=C(C)C(=O)NC1=O
1448,c1cnccn1,CCC(O)=O
1449,CCCC(O)=O,c1cnccn1
1450,CCCCC(O)=O,c1cnccn1
1451,CCCCCC(O)=O,c1cnccn1
1452,CCCCCCC(O)=O,c1cnccn1
1453,CCCCCCCC(O)=O,c1cnccn1
1454,OC(=O)c1ccc(C(O)=O)c(c1)c1cc(ccc1C(O)=O)C(O)=O,c1cc2cncc3ccc4cncc1c4c23
1455,O[Si](c1ccccc1)(c1ccccc1)c1ccccc1,c1cc(ccn1)c1ccncc1
1456,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,OC(=O)c1cccc(Cl)c1
1457,F/C(I)=C(/F)I,c1cc(ccn1)c1ccncc1
1458,F/C(I)=C(/F)I,CN(C)CCN(C)C
1459,CC(C)(C)c1ccc(cc1)C1=C2C(=O)NC(=C2C(=O)N1)c1ccc(cc1)C(C)(C)C,O=C1NC(=C2C(=O)NC(=C12)c1ccccc1)c1ccccc1
1460,OC(=O)c1ccccc1c1ccccc1C(O)=O,c1cc(ccn1)c1ccncc1
1461,O=C1CCCCCN1C(=O)NCCCCCCN(CCCCCCNC(=O)N1CCCCCC1=O)C(=O)/C=C/C(=O)N(CCCCCCNC(=O)N1CCCCCC1=O)CCCCCCNC(=O)N1CCCCCC1=O,O=C1NCc2ccc(CNC(=O)c3cccc(c3)C(=O)NCc3ccc(CNC(=O)c4cccc1c4)cc3)cc2
1462,CCC1=C(CC)C2=CC3=NC(=CC4=C(CC)C(=C(N4)C=C4N=C(C=C1N2)C(=C4CC)CC)CC)C(=C3CC)CC,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N
1463,CCOC(=O)C1=Cc2ccccc2OC1=O,NC1=Nc2ccccc2S1
1464,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,CC[C@H](C)[C@@H](C)O
1465,c1ccc2c(c1)c1ccccc1c1ccccc21,O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O
1466,OC(=O)COc1cc(Cl)cc(Cl)c1,c1cc(ccn1)c1ccncc1
1467,OC(=O)COc1c(Cl)cccc1Cl,Nc1ncccn1
1468,OC(=O)COc1c(Cl)cccc1Cl,c1cc(ccn1)c1ccncc1
1469,OC(=O)COc1cccc(Cl)c1Cl,NC1=Nc2cc(Cl)ccc2O1
1470,Fc1c(F)c(I)c(F)c(F)c1I,CCOC(=O)N1C=CN(C)C1=S
1471,c1ccc2nccnc2c1,OC(=O)C(O)=O
1472,c1cnc2cccnc2c1,OC(=O)C(O)=O
1473,c1ccc2nccnc2c1,OC(=O)/C=C/C(O)=O
1474,O[C@@H]([C@@H](O)c1ccccc1)c1ccccc1,c1ccc2ncncc2c1
1475,O[C@H]([C@H](O)c1ccccc1)c1ccccc1,c1ccc2cnccc2c1
1476,O[C@@H]([C@@H](O)c1ccccc1)c1ccccc1,c1ccc2cnncc2c1
1477,O[C@@H]([C@@H](O)c1ccccc1)c1ccccc1,c1cnc2cccnc2c1
1478,O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,c1ccc2nc3ccccc3cc2c1
1479,O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,c1cnc2c(c1)ccc1cccnc21
1480,O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,c1ccc2nc3ccccc3nc2c1
1481,Cc1cc2NC(=Nc2cc1C)N=C(N)N,O=C1NC(=O)c2ccccc12
1482,CC1=C(C=C(S1)c1c(F)c(F)c(F)c(F)c1F)C1=C(C2=C(C)SC(=C2)c2c(F)c(F)c(F)c(F)c2F)C(F)(F)C(F)(F)C1(F)F,CCC1=C(C=C(S1)c1ccccc1)C1=C(C2=C(CC)SC(=C2)c2ccccc2)C(F)(F)C(F)(F)C1(F)F
1483,CC1=C(C=C(S1)c1c(F)c(F)c(F)c(F)c1F)C1=C(C2=C(C)SC(=C2)c2c(F)c(F)c(F)c(F)c2F)C(F)(F)C(F)(F)C1(F)F,CC[C@@]12SC(=CC1=C1C(=C3C=C(S[C@@]23CC)c2ccccc2)C(F)(F)C(F)(F)C1(F)F)c1ccccc1
1484,c1ccc(nc1)C#Cc1cc(C#Cc2ccccn2)c(cc1C#Cc1ccccn1)C#Cc1ccccn1,O=C1c2cc(ccc2c2ccc(cc12)N(=O)=O)N(=O)=O
1485,c1ccc(nc1)C#Cc1cc(C#Cc2ccccn2)c(cc1C#Cc1ccccn1)C#Cc1ccccn1,Oc1cccc(O)c1
1486,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,O=C1NC=CC=C1
1487,NC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,O=N(=O)c1cc(cc(c1)N(=O)=O)C#N
1488,Oc1ccc(cc1N(=O)=O)N(=O)=O,c1cc(ccn1)c1ccncc1
1489,Oc1cc(ccc1N(=O)=O)N(=O)=O,c1cc(ccn1)c1ccncc1
1490,Oc1c(F)c(F)c(F)c(F)c1F,Oc1ccccc1
1491,OC(=O)c1c(F)c(F)c(F)c(F)c1F,OC(=O)c1ccccc1
1492,OC(=O)c1c(F)c(F)c(F)c(F)c1F,Cc1cc(C)c(c(C)c1)C(O)=O
1493,OC(=O)c1c(F)c(F)c(F)c(F)c1F,c1ccc(cc1)C#CC#Cc1ccccc1
1494,Fc1c(F)c(F)c(C#CC#Cc2c(F)c(F)c(F)c(F)c2F)c(F)c1F,OC(=O)c1ccccc1
1495,Fc1c(F)c(F)c(C#CC#Cc2c(F)c(F)c(F)c(F)c2F)c(F)c1F,Cc1cc(C)c(c(C)c1)C(O)=O
1496,OC(=O)c1c(F)c(F)c(F)c(F)c1F,c1ccc(cc1)C#Cc1ccccc1
1497,NC(=O)c1ccncc1,OC(=O)C(O)=O
1498,NC(=O)c1ccncc1,OC(=O)CC(O)=O
1499,OC(=O)CCCC(O)=O,NC(=O)c1ccncc1
1500,OC(=O)CCCCC(O)=O,NC(=O)c1ccncc1
1501,OCCN1C(=O)c2ccccc2C1=O,Oc1cc(O)cc(O)c1
1502,OCCN1C(=O)c2ccccc2C1=O,Oc1cccc(O)c1
1503,COc1ccc(C#N)c2C[C@@]3(Cc12)NC(=O)[C@]1(Cc2c(C1)c(ccc2OC)C#N)NC3=O,CCCS(=O)CCC
1504,CC1=C(C=C(S1)c1c(F)c(F)c(F)c(F)c1F)C1=C(C2=C(C)SC(=C2)c2c(F)c(F)c(F)c(F)c2F)C(F)(F)C(F)(F)C1(F)F,c1ccc2ccccc2c1
1505,FC(F)(I)C(F)(F)I,CN1CCOCC1
1506,FC(F)(I)C(F)(F)I,CN(C)P(=O)(N(C)C)N(C)C
1507,FC(F)(I)C(F)(F)I,CC1=Nc2ccccc2S1
1508,FC(F)(I)C(F)(F)I,c1cnccn1
1509,CC1=C(C)C(=O)C(=C(Br)C1=O)Br,S=C(SSC(=S)N1CCCC1)N1CCCC1
1510,OC(=O)c1ccc(OCCCCCC#N)cc1,OC(=O)c1ccc(OCCCCC#N)cc1
1511,Oc1ccc2ccccc2c1c1c(O)ccc2ccccc12,O=P(c1ccccc1)(c1ccccc1)c1ccccc1
1512,OC(=O)CCCCCCCCC(O)=O,c1cc(ccn1)/N=N/c1ccncc1
1513,c1cc(ccn1)/N=N/c1ccncc1,OC(=O)CCCCC(O)=O
1514,c1cc(ccn1)/N=N/c1ccncc1,OC(=O)C(O)=O
1515,c1cc(ccn1)/C=C/c1ccncc1,OC(=O)CCCCC(O)=O
1516,c1cc(ccn1)/N=N/c1ccncc1,OC(=O)/C=C/C(O)=O
1517,c1cc(ccn1)/C=C/c1ccncc1,OC(=O)CCC(O)=O
1518,OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O,c1cnc2c(c1)ccc1ncccc21
1519,OC(=O)CCCCCC(O)=O,C1CN2CCN1CC2
1520,OC(=O)CCCCCCC(O)=O,C1CN2CCN1CC2
1521,NC(=O)N1c2ccccc2C=Cc2ccccc12,O=C1NS(=O)(=O)c2ccccc12
1522,NC(=O)N1c2ccccc2C=Cc2ccccc12,NC(=O)c1cccnc1
1523,NC(=O)N1c2ccccc2C=Cc2ccccc12,OC(=O)c1cc(cc(c1)C(O)=O)C(O)=O
1524,OC(=O)C12CC3(CC(C1)(CC(C2)(C3)C(O)=O)C(O)=O)C(O)=O,NC(=O)N1c2ccccc2C=Cc2ccccc12
1525,OC(=O)c1ccc(O)cc1,NC(=O)c1ccncc1
1526,NC(=O)c1ccncc1,Oc1cccc(O)c1
1527,NC(=O)c1ccncc1,Oc1ccc(O)cc1
1528,FC(F)(Br)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,CN(C)c1ccc(cc1)N(C)C
1529,N1C=Nc2ccccc12,OC(=O)CCC(O)=O
1530,OC(=O)c1cccc(c1)C(O)=O,N1C=Nc2ccccc12
1531,O=C(NCc1ccccc1)C1=Cc2ccccc2OC1=O,NC1=Nc2ccccc2S1
1532,Fc1c(F)c(OCCCOc2c(F)c(F)c(I)c(F)c2F)c(F)c(F)c1I,C(Cc1ccncc1)Cc1ccncc1
1533,Cc1c2CCCc3cc4CCCc1c(C)c(CCCc(c3)c4)c2C,FC1=C(F)C(C(=C(F)C1=C(C#N)C#N)F)=C(C#N)C#N
1534,CC1(C)[C@H](NC1=O)S(=O)(=O)c1ccccc1,C[C@H]1[C@@H](NC1=O)S(=O)(=O)c1ccccc1
1535,Fc1c(F)c(F)c(c(F)c1F)C(F)(F)I,CN(C)CCN(C)C
1536,Fc1c(F)c(F)c2c(F)c(F)c(F)c(F)c2c1F,c1ccc(cc1)c1ccccc1
1537,Fc1c(F)c(F)c2c(F)c(F)c(F)c(F)c2c1F,c1ccc2c(c1)c1ccccc21
1538,CN(C)c1ccc(cc1)/N=N/c1ccccc1C(O)=O,OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O
1539,OC(=O)c1cccc(c1)N(=O)=O,NC(=O)c1ccncc1
1540,OC(=O)c1ccc(F)cc1,NC(=O)c1ccncc1
1541,NC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,CN(C)c1ccc(cc1)C(O)=O
1542,OC(=O)c1ccc(cc1)N(=O)=O,CN(C)c1cccc(c1)C(O)=O
1543,NC(=O)c1ccc(cc1)N(=O)=O,NC(=O)c1cnccn1
1544,CC(=O)Oc1ccc(cc1)C1=C(C)SC(S1)=C1SC2=C(S1)[Se]CC[Se]2,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N
1545,Fc1c(F)c(F)c(C#Cc2c(F)c(F)c(F)c(F)c2F)c(F)c1F,c1ccc(cc1)C#Cc1ccccc1
1546,C[Si](C)(C)C#CC(C#C[Si](C)(C)C)=C1c2ccccc2c2ccccc12,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N
1547,C[C@]12C[C@](C)(C[C@](C)(C1)C(=O)Nc1cccc3cccnc13)C(=O)NC2=O,CCN1C=Nc2c(N)ncnc12
1548,CC(C)(C)c1cc2N=C(Nc3cc(Cl)cc4C[C@@H]5Cc6ccccc6[C@H](O)[C@]5(Oc34)C(=O)Nc3ccccn3)Oc2c(c1)C(C)(C)C,CC(C)C[C@H](NS(=O)(=O)C(F)(F)F)C(O)=O
1549,O=P(c1ccccc1)(c1ccccc1)c1ccccc1OCCOCCOc1ccccc1P(=O)(c1ccccc1)c1ccccc1,O[C@@H](C(O)=O)c1ccccc1
